ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
702,2124,1965960,6212,1965960
703,2132,1966960,6212,1966960
703,2132,1967770,6212,1967770
703,2132,1968580,6212,1968580
703,2132,1969580,6212,1969580
703,2132,1969800,6212,1969800
703,2132,1970270,6212,1970270
703,2132,1970640,6212,1970640
703,2132,1971640,6212,1971640
704,2140,1979640,6212,1979640
704,2140,1979960,6212,1979960
704,2140,1980960,6212,1980960
704,2140,1981960,6212,1981960
704,2140,1982960,6212,1982960
705,2148,1990960,6212,1990960
706,2156,1991280,6212,1991280
706,2156,1992280,6212,1992280
706,2156,1993280,6212,1993280
706,2156,1994280,6212,1994280
706,2156,1995280,6212,1995280
706,2156,1996280,6212,1996280
707,2164,2004280,6212,2004280
707,2164,2005090,6212,2005090
707,2164,2006090,6212,2006090
708,2172,2006900,6212,2006900
708,2172,2010900,6212,2010900
708,2172,2011900,6212,2011900
708,2172,2012900,6212,2012900
708,2172,2013370,6212,2013370
708,2172,2013920,6212,2013920
709,2180,2014920,6212,2014920
709,2180,2015390,6212,2015390
709,2180,2015860,6212,2015860
709,2180,2016860,6212,2016860
710,2188,2024860,6212,2024860
711,2196,2032860,6212,2032860
711,2196,2033860,6212,2033860
711,2196,2034330,6212,2034330
711,2196,2034790,6212,2034790
711,2196,2034790,6212,2034790
711,2196,2035790,6212,2035790
712,2204,2036790,6212,2036790
712,2204,2037340,6212,2037340
712,2204,2037810,6212,2037810
712,2204,2038810,6212,2038810
712,2204,2039620,6212,2039620
712,2204,2040620,6212,2040620
712,2204,2040940,6212,2040940
712,2204,2041400,6212,2041400
712,2204,2042210,6212,2042210
712,2204,2043210,6212,2043210
712,2204,2043210,6212,2043210
712,2204,2044020,6212,2044020
712,2204,2044020,6212,2044020
713,2212,2052020,6212,2052020
713,2212,2052480,6212,2052480
714,2220,2053480,6212,2053480
714,2220,2054480,6212,2054480
714,2220,2055480,6212,2055480
714,2220,2056480,6212,2056480
714,2220,2056950,6212,2056950
714,2220,2056950,6212,2056950
714,2220,2056950,6212,2056950
714,2220,2057950,6212,2057950
714,2220,2061950,6212,2061950
715,2228,2062600,6212,2062600
715,2228,2062600,6212,2062600
715,2228,2063600,6212,2063600
715,2228,2065600,6212,2065600
715,2228,2065600,6212,2065600
715,2228,2066070,6212,2066070
715,2228,2067070,6212,2067070
715,2228,2068070,6212,2068070
716,2236,2068880,6212,2068880
716,2236,2069880,6212,2069880
717,2244,2077880,6212,2077880
717,2244,2077880,6212,2077880
717,2244,2077880,6212,2077880
717,2244,2078880,6212,2078880
717,2244,2079880,6212,2079880
717,2244,2080880,6212,2080880
717,2244,2081880,6212,2081880
717,2244,2082880,6212,2082880
717,2244,2083880,6212,2083880
718,2252,2085880,6212,2085880
718,2252,2086880,6212,2086880
718,2252,2087880,6212,2087880
718,2252,2088690,6212,2088690
718,2252,2088690,6212,2088690
718,2252,2089690,6212,2089690
718,2252,2090690,6212,2090690
718,2252,2091690,6212,2091690
719,2260,2092690,6212,2092690
720,2268,2100690,6212,2100690
720,2268,2101690,6212,2101690
720,2268,2102500,6212,2102500
720,2268,2102610,6212,2102610
720,2268,2103610,6212,2103610
720,2268,2104260,6212,2104260
720,2268,2105260,6212,2105260
720,2268,2107260,6212,2107260
721,2276,2109260,6212,2109260
721,2276,2109260,6212,2109260
721,2276,2110260,6212,2110260
721,2276,2111260,6212,2111260
721,2276,2112260,6212,2112260
722,2284,2116260,6212,2116260
722,2284,2117260,6212,2117260
722,2284,2118070,6212,2118070
722,2284,2119070,6212,2119070
722,2284,2119880,6212,2119880
722,2284,2119880,6212,2119880
722,2284,2120530,6212,2120530
722,2284,2121000,6212,2121000
722,2284,2122000,6212,2122000
723,2292,2123000,6212,2123000
723,2292,2124000,6212,2124000
724,2300,2132000,6212,2132000
724,2300,2133000,6212,2133000
724,2300,2133470,6212,2133470
724,2300,2134470,6212,2134470
724,2300,2135470,6212,2135470
724,2300,2135470,6212,2135470
724,2300,2136470,6212,2136470
724,2300,2136940,6212,2136940
724,2300,2137750,6212,2137750
725,2308,2141750,6212,2141750
725,2308,2142750,6212,2142750
725,2308,2143750,6212,2143750
725,2308,2144560,6212,2144560
725,2308,2145560,6212,2145560
726,2316,2146370,6212,2146370
726,2316,2147370,6212,2147370
726,2316,2149370,6212,2149370
726,2316,2149370,6212,2149370
726,2316,2150370,6212,2150370
726,2316,2151370,6212,2151370
726,2316,2151370,6212,2151370
726,2316,2153370,6212,2153370
726,2316,2153830,6212,2153830
726,2316,2153990,6212,2153990
727,2324,2154990,6212,2154990
727,2324,2155990,6212,2155990
727,2324,2156580,6212,2156580
727,2324,2157230,6212,2157230
727,2324,2158230,6212,2158230
727,2324,2159230,6212,2159230
727,2324,2159340,6212,2159340
727,2324,2160340,6212,2160340
728,2332,2162340,6212,2162340
728,2332,2163340,6212,2163340
728,2332,2167340,6212,2167340
728,2332,2168150,6212,2168150
728,2332,2169150,6212,2169150
729,2340,2169800,6212,2169800
729,2340,2170450,6212,2170450
729,2340,2171450,6212,2171450
729,2340,2171770,6212,2171770
729,2340,2173770,6212,2173770
729,2340,2174770,6212,2174770
729,2340,2175770,6212,2175770
729,2340,2176420,6212,2176420
729,2340,2176790,6212,2176790
730,2348,2177250,6212,2177250
730,2348,2177720,6212,2177720
730,2348,2178720,6212,2178720
730,2348,2178720,6212,2178720
730,2348,2179720,6212,2179720
730,2348,2180040,6212,2180040
730,2348,2181040,6212,2181040
730,2348,2181850,6212,2181850
730,2348,2182850,6212,2182850
730,2348,2183850,6212,2183850
730,2348,2184320,6212,2184320
731,2356,2185320,6212,2185320
731,2356,2186320,6212,2186320
731,2356,2186790,6212,2186790
731,2356,2190790,6212,2190790
731,2356,2191440,6212,2191440
731,2356,2192250,6212,2192250
732,2364,2193060,6212,2193060
732,2364,2194060,6212,2194060
732,2364,2194530,6212,2194530
732,2364,2195530,6212,2195530
732,2364,2196000,6212,2196000
732,2364,2196550,6212,2196550
732,2364,2197550,6212,2197550
732,2364,2197770,6212,2197770
732,2364,2198420,6212,2198420
732,2364,2199420,6212,2199420
733,2372,2200420,6212,2200420
733,2372,2200890,6212,2200890
733,2372,2201360,6212,2201360
733,2372,2202360,6212,2202360
733,2372,2203360,6212,2203360
733,2372,2204170,6212,2204170
733,2372,2205170,6212,2205170
733,2372,2205640,6212,2205640
733,2372,2206110,6212,2206110
733,2372,2206920,6212,2206920
734,2380,2207920,6212,2207920
734,2380,2208920,6212,2208920
734,2380,2208920,6212,2208920
734,2380,2209920,6212,2209920
734,2380,2210920,6212,2210920
734,2380,2211920,6212,2211920
734,2380,2212730,6212,2212730
734,2380,2213730,6212,2213730
734,2380,2214730,6212,2214730
735,2388,2215730,6212,2215730
735,2388,2216730,6212,2216730
736,2396,2224730,6212,2224730
736,2396,2224730,6212,2224730
736,2396,2225730,6212,2225730
736,2396,2226200,6212,2226200
736,2396,2227200,6212,2227200
736,2396,2228010,6212,2228010
736,2396,2230010,6212,2230010
737,2404,2231010,6212,2231010
737,2404,2233010,6212,2233010
737,2404,2233480,6212,2233480
737,2404,2234480,6212,2234480
738,2412,2242480,6212,2242480
738,2412,2243290,6212,2243290
738,2412,2244100,6212,2244100
738,2412,2245100,6212,2245100
738,2412,2245100,6212,2245100
738,2412,2245100,6212,2245100
738,2412,2246100,6212,2246100
739,2420,2247100,6212,2247100
739,2420,2248100,6212,2248100
739,2420,2249100,6212,2249100
739,2420,2249560,6212,2249560
739,2420,2250210,6212,2250210
740,2428,2258210,6212,2258210
740,2428,2259210,6212,2259210
740,2428,2259210,6212,2259210
740,2428,2259860,6212,2259860
741,2436,2260860,6212,2260860
741,2436,2261860,6212,2261860
741,2436,2262330,6212,2262330
741,2436,2263140,6212,2263140
741,2436,2263950,6212,2263950
741,2436,2264950,6212,2264950
741,2436,2265950,6212,2265950
741,2436,2266950,6212,2266950
741,2436,2266950,6212,2266950
741,2436,2267950,6212,2267950
742,2444,2268420,6212,2268420
742,2444,2269230,6212,2269230
742,2444,2269460,6212,2269460
742,2444,2270460,6212,2270460
742,2444,2271460,6212,2271460
742,2444,2272460,6212,2272460
742,2444,2273270,6212,2273270
743,2452,2281270,6212,2281270
743,2452,2282270,6212,2282270
743,2452,2282270,6212,2282270
744,2460,2290270,6212,2290270
744,2460,2290740,6212,2290740
744,2460,2291740,6212,2291740
745,2468,2292390,6212,2292390
745,2468,2293390,6212,2293390
745,2468,2294390,6212,2294390
745,2468,2295200,6212,2295200
745,2468,2296200,6212,2296200
745,2468,2296200,6212,2296200
745,2468,2297200,6212,2297200
745,2468,2298200,6212,2298200
745,2468,2298670,6212,2298670
745,2468,2298670,6212,2298670
746,2476,2299670,6212,2299670
746,2476,2300320,6212,2300320
747,2484,2308320,6212,2308320
747,2484,2308800,6212,2308800
747,2484,2309270,6212,2309270
747,2484,2310270,6212,2310270
747,2484,2314270,6212,2314270
747,2484,2314490,6212,2314490
748,2492,2315300,6212,2315300
748,2492,2315300,6212,2315300
748,2492,2315300,6212,2315300
748,2492,2316300,6212,2316300
748,2492,2317300,6212,2317300
748,2492,2317770,6212,2317770
748,2492,2318770,6212,2318770
748,2492,2319240,6212,2319240
748,2492,2320050,6212,2320050
748,2492,2320700,6212,2320700
748,2492,2321510,6212,2321510
749,2500,2322510,6212,2322510
749,2500,2323510,6212,2323510
749,2500,2323510,6212,2323510
749,2500,2324160,6212,2324160
749,2500,2325160,6212,2325160
749,2500,2326160,6212,2326160
749,2500,2327160,6212,2327160
749,2500,2327160,6212,2327160
749,2500,2327160,6212,2327160
749,2500,2327160,6212,2327160
749,2500,2327710,6212,2327710
750,2508,2335710,6212,2335710
750,2508,2335930,6212,2335930
750,2508,2335930,6212,2335930
750,2508,2336930,6212,2336930
751,2516,2337740,6212,2337740
751,2516,2338550,6212,2338550
751,2516,2339550,6212,2339550
751,2516,2340550,6212,2340550
751,2516,2341550,6212,2341550
751,2516,2342550,6212,2342550
751,2516,2343550,6212,2343550
751,2516,2344360,6212,2344360
752,2524,2346360,6212,2346360
752,2524,2346680,6212,2346680
752,2524,2347680,6212,2347680
752,2524,2348490,6212,2348490
752,2524,2349490,6212,2349490
752,2524,2350490,6212,2350490
752,2524,2350960,6212,2350960
752,2524,2351610,6212,2351610
752,2524,2352090,6212,2352090
753,2532,2353090,6212,2353090
753,2532,2354090,6212,2354090
753,2532,2354410,6212,2354410
753,2532,2354410,6212,2354410
753,2532,2354410,6212,2354410
753,2532,2355410,6212,2355410
753,2532,2355880,6212,2355880
753,2532,2355990,6212,2355990
753,2532,2356990,6212,2356990
753,2532,2357990,6212,2357990
753,2532,2358990,6212,2358990
754,2540,2359990,6212,2359990
754,2540,2360800,6212,2360800
754,2540,2361800,6212,2361800
754,2540,2361800,6212,2361800
754,2540,2362270,6212,2362270
754,2540,2363270,6212,2363270
754,2540,2363730,6212,2363730
754,2540,2364730,6212,2364730
754,2540,2365730,6212,2365730
754,2540,2366540,6212,2366540
754,2540,2367540,6212,2367540
755,2548,2375540,6212,2375540
755,2548,2375540,6212,2375540
756,2556,2376540,6212,2376540
756,2556,2377540,6212,2377540
756,2556,2378540,6212,2378540
756,2556,2379540,6212,2379540
756,2556,2380350,6212,2380350
756,2556,2382350,6212,2382350
757,2564,2386350,6212,2386350
757,2564,2387350,6212,2387350
757,2564,2388350,6212,2388350
757,2564,2388820,6212,2388820
758,2572,2392820,6212,2392820
758,2572,2393630,6212,2393630
758,2572,2394100,6212,2394100
758,2572,2394910,6212,2394910
759,2580,2396910,6212,2396910
759,2580,2397140,6212,2397140
759,2580,2397950,6212,2397950
759,2580,2398950,6212,2398950
759,2580,2398950,6212,2398950
759,2580,2399430,6212,2399430
759,2580,2399900,6212,2399900
759,2580,2400220,6212,2400220
759,2580,2401030,6212,2401030
759,2580,2401380,6212,2401380
759,2580,2402380,6212,2402380
759,2580,2403190,6212,2403190
759,2580,2404190,6212,2404190
759,2580,2405190,6212,2405190
759,2580,2406190,6212,2406190
760,2588,2407190,6212,2407190
760,2588,2407660,6212,2407660
760,2588,2408310,6212,2408310
760,2588,2408960,6212,2408960
760,2588,2409180,6212,2409180
760,2588,2410180,6212,2410180
760,2588,2411180,6212,2411180
760,2588,2411650,6212,2411650
760,2588,2412650,6212,2412650
761,2596,2416650,6212,2416650
761,2596,2417120,6212,2417120
761,2596,2418120,6212,2418120
761,2596,2418930,6212,2418930
761,2596,2419930,6212,2419930
761,2596,2420930,6212,2420930
761,2596,2421400,6212,2421400
762,2604,2422210,6212,2422210
762,2604,2423210,6212,2423210
763,2612,2431210,6212,2431210
763,2612,2432210,6212,2432210
763,2612,2433210,6212,2433210
763,2612,2434210,6212,2434210
763,2612,2435210,6212,2435210
763,2612,2435680,6212,2435680
763,2612,2436270,6212,2436270
763,2612,2437270,6212,2437270
763,2612,2437270,6212,2437270
764,2620,2438270,6212,2438270
764,2620,2439270,6212,2439270
764,2620,2440270,6212,2440270
764,2620,2440270,6212,2440270
764,2620,2441270,6212,2441270
764,2620,2441490,6212,2441490
765,2628,2445490,6212,2445490
765,2628,2446490,6212,2446490
765,2628,2447490,6212,2447490
765,2628,2448080,6212,2448080
765,2628,2449080,6212,2449080
765,2628,2450080,6212,2450080
766,2636,2458080,6212,2458080
766,2636,2459080,6212,2459080
766,2636,2460080,6212,2460080
767,2644,2468080,6212,2468080
767,2644,2468550,6212,2468550
768,2652,2469550,6212,2469550
768,2652,2470140,6212,2470140
768,2652,2471140,6212,2471140
768,2652,2472140,6212,2472140
768,2652,2473140,6212,2473140
768,2652,2474140,6212,2474140
768,2652,2474460,6212,2474460
768,2652,2475460,6212,2475460
768,2652,2476460,6212,2476460
769,2660,2480460,6212,2480460
769,2660,2480460,6212,2480460
769,2660,2481270,6212,2481270
769,2660,2481920,6212,2481920
769,2660,2482390,6212,2482390
770,2668,2484390,6212,2484390
770,2668,2484390,6212,2484390
770,2668,2484710,6212,2484710
770,2668,2484710,6212,2484710
770,2668,2485710,6212,2485710
770,2668,2486180,6212,2486180
770,2668,2486180,6212,2486180
770,2668,2486640,6212,2486640
770,2668,2487640,6212,2487640
770,2668,2488640,6212,2488640
770,2668,2489640,6212,2489640
770,2668,2490110,6212,2490110
770,2668,2490920,6212,2490920
770,2668,2491920,6212,2491920
771,2676,2499920,6212,2499920
771,2676,2500240,6212,2500240
772,2684,2501240,6212,2501240
772,2684,2502240,6212,2502240
772,2684,2503240,6212,2503240
772,2684,2504240,6212,2504240
772,2684,2504240,6212,2504240
772,2684,2505240,6212,2505240
772,2684,2506050,6212,2506050
773,2692,2514050,6212,2514050
773,2692,2514050,6212,2514050
773,2692,2514050,6212,2514050
774,2700,2522050,6212,2522050
774,2700,2523050,6212,2523050
774,2700,2523520,6212,2523520
774,2700,2523520,6212,2523520
774,2700,2523520,6212,2523520
775,2708,2524330,6212,2524330
775,2708,2525330,6212,2525330
775,2708,2526330,6212,2526330
776,2716,2534330,6212,2534330
776,2716,2535330,6212,2535330
777,2724,2543330,6212,2543330
777,2724,2544330,6212,2544330
777,2724,2544790,6212,2544790
777,2724,2545110,6212,2545110
777,2724,2546110,6212,2546110
777,2724,2546430,6212,2546430
777,2724,2546430,6212,2546430
778,2732,2548430,6212,2548430
778,2732,2548750,6212,2548750
778,2732,2549220,6212,2549220
778,2732,2550220,6212,2550220
778,2732,2550220,6212,2550220
778,2732,2550590,6212,2550590
778,2732,2551590,6212,2551590
778,2732,2551590,6212,2551590
778,2732,2552400,6212,2552400
778,2732,2552400,6212,2552400
778,2732,2553400,6212,2553400
778,2732,2554400,6212,2554400
778,2732,2554770,6212,2554770
779,2740,2555770,6212,2555770
780,2748,2563770,6212,2563770
780,2748,2563770,6212,2563770
780,2748,2563770,6212,2563770
780,2748,2564580,6212,2564580
780,2748,2564580,6212,2564580
780,2748,2565580,6212,2565580
780,2748,2566390,6212,2566390
780,2748,2567390,6212,2567390
780,2748,2567390,6212,2567390
780,2748,2568200,6212,2568200
780,2748,2568670,6212,2568670
781,2756,2576670,6212,2576670
781,2756,2577670,6212,2577670
781,2756,2578480,6212,2578480
782,2764,2579480,6212,2579480
782,2764,2580480,6212,2580480
782,2764,2581290,6212,2581290
782,2764,2581290,6212,2581290
783,2772,2589290,6212,2589290
784,2780,2597290,6212,2597290
784,2780,2599290,6212,2599290
784,2780,2600290,6212,2600290
784,2780,2601290,6212,2601290
785,2788,2609290,6212,2609290
785,2788,2610290,6212,2610290
785,2788,2611290,6212,2611290
786,2796,2612290,6212,2612290
786,2796,2612290,6212,2612290
786,2796,2613290,6212,2613290
786,2796,2613290,6212,2613290
786,2796,2614100,6212,2614100
786,2796,2615100,6212,2615100
786,2796,2615420,6212,2615420
786,2796,2616420,6212,2616420
787,2804,2624420,6212,2624420
787,2804,2625420,6212,2625420
787,2804,2625530,6212,2625530
787,2804,2626530,6212,2626530
787,2804,2627000,6212,2627000
787,2804,2627000,6212,2627000
788,2812,2627470,6212,2627470
788,2812,2627940,6212,2627940
788,2812,2628940,6212,2628940
788,2812,2629750,6212,2629750
788,2812,2630750,6212,2630750
788,2812,2631750,6212,2631750
788,2812,2632750,6212,2632750
788,2812,2633750,6212,2633750
788,2812,2634750,6212,2634750
789,2820,2635750,6212,2635750
789,2820,2636750,6212,2636750
789,2820,2637750,6212,2637750
789,2820,2637750,6212,2637750
789,2820,2638750,6212,2638750
790,2828,2642750,6212,2642750
790,2828,2643750,6212,2643750
790,2828,2643750,6212,2643750
790,2828,2643750,6212,2643750
790,2828,2644340,6212,2644340
790,2828,2645340,6212,2645340
790,2828,2646340,6212,2646340
791,2836,2647340,6212,2647340
791,2836,2648340,6212,2648340
791,2836,2649340,6212,2649340
791,2836,2649340,6212,2649340
791,2836,2650340,6212,2650340
791,2836,2651340,6212,2651340
791,2836,2652340,6212,2652340
791,2836,2653340,6212,2653340
792,2844,2661340,6212,2661340
792,2844,2662150,6212,2662150
792,2844,2663150,6212,2663150
793,2852,2663620,6212,2663620
793,2852,2664090,6212,2664090
793,2852,2664090,6212,2664090
793,2852,2664900,6212,2664900
793,2852,2665010,6212,2665010
793,2852,2666010,6212,2666010
793,2852,2667010,6212,2667010
793,2852,2668010,6212,2668010
793,2852,2669010,6212,2669010
793,2852,2669820,6212,2669820
794,2860,2677820,6212,2677820
794,2860,2678820,6212,2678820
794,2860,2679630,6212,2679630
795,2868,2681630,6212,2681630
795,2868,2682630,6212,2682630
795,2868,2683440,6212,2683440
795,2868,2684250,6212,2684250
795,2868,2685250,6212,2685250
796,2876,2693250,6212,2693250
797,2884,2701250,6212,2701250
797,2884,2702060,6212,2702060
797,2884,2703060,6212,2703060
797,2884,2703290,6212,2703290
798,2892,2704290,6212,2704290
798,2892,2705290,6212,2705290
798,2892,2706290,6212,2706290
798,2892,2706450,6212,2706450
798,2892,2707260,6212,2707260
798,2892,2707260,6212,2707260
798,2892,2707730,6212,2707730
798,2892,2708540,6212,2708540
798,2892,2709540,6212,2709540
798,2892,2710540,6212,2710540
798,2892,2711540,6212,2711540
799,2900,2712010,6212,2712010
799,2900,2713010,6212,2713010
799,2900,2714010,6212,2714010
799,2900,2715010,6212,2715010
799,2900,2715820,6212,2715820
799,2900,2716820,6212,2716820
799,2900,2716820,6212,2716820
799,2900,2716820,6212,2716820
799,2900,2717820,6212,2717820
799,2900,2718050,6212,2718050
799,2900,2718050,6212,2718050
799,2900,2718700,6212,2718700
800,2908,2719700,6212,2719700
800,2908,2720700,6212,2720700
800,2908,2721700,6212,2721700
800,2908,2722700,6212,2722700
800,2908,2722860,6212,2722860
800,2908,2723860,6212,2723860
800,2908,2724860,6212,2724860
800,2908,2726860,6212,2726860
801,2916,2727510,6212,2727510
801,2916,2728510,6212,2728510
801,2916,2728670,6212,2728670
801,2916,2729670,6212,2729670
801,2916,2730220,6212,2730220
801,2916,2731220,6212,2731220
801,2916,2732220,6212,2732220
801,2916,2732870,6212,2732870
801,2916,2733870,6212,2733870
802,2924,2734680,6212,2734680
802,2924,2735150,6212,2735150
802,2924,2735620,6212,2735620
802,2924,2735940,6212,2735940
802,2924,2736260,6212,2736260
802,2924,2737260,6212,2737260
802,2924,2737810,6212,2737810
802,2924,2738810,6212,2738810
802,2924,2739810,6212,2739810
803,2932,2747810,6212,2747810
803,2932,2748460,6212,2748460
803,2932,2749270,6212,2749270
803,2932,2749270,6212,2749270
804,2940,2750270,6212,2750270
804,2940,2750270,6212,2750270
804,2940,2751270,6212,2751270
804,2940,2755270,6212,2755270
804,2940,2755590,6212,2755590
805,2948,2763590,6212,2763590
805,2948,2764590,6212,2764590
805,2948,2765060,6212,2765060
806,2956,2766060,6212,2766060
806,2956,2768060,6212,2768060
806,2956,2770060,6212,2770060
806,2956,2771060,6212,2771060
806,2956,2771060,6212,2771060
807,2964,2775060,6212,2775060
807,2964,2776060,6212,2776060
807,2964,2776870,6212,2776870
807,2964,2777460,6212,2777460
808,2972,2785460,6212,2785460
808,2972,2785930,6212,2785930
808,2972,2786400,6212,2786400
808,2972,2787050,6212,2787050
808,2972,2787280,6212,2787280
808,2972,2788280,6212,2788280
809,2980,2789090,6212,2789090
809,2980,2790090,6212,2790090
809,2980,2791090,6212,2791090
809,2980,2791320,6212,2791320
809,2980,2792320,6212,2792320
809,2980,2793320,6212,2793320
809,2980,2794320,6212,2794320
809,2980,2795130,6212,2795130
809,2980,2796130,6212,2796130
810,2988,2797130,6212,2797130
810,2988,2797350,6212,2797350
810,2988,2798350,6212,2798350
810,2988,2799350,6212,2799350
810,2988,2800160,6212,2800160
810,2988,2801160,6212,2801160
810,2988,2801530,6212,2801530
810,2988,2801760,6212,2801760
811,2996,2805760,6212,2805760
811,2996,2806760,6212,2806760
811,2996,2807760,6212,2807760
811,2996,2807760,6212,2807760
811,2996,2808760,6212,2808760
811,2996,2809760,6212,2809760
811,2996,2810760,6212,2810760
811,2996,2811080,6212,2811080
811,2996,2812080,6212,2812080
811,2996,2812890,6212,2812890
812,3004,2813890,6212,2813890
812,3004,2814890,6212,2814890
812,3004,2815890,6212,2815890
812,3004,2816890,6212,2816890
812,3004,2817890,6212,2817890
812,3004,2817890,6212,2817890
812,3004,2817890,6212,2817890
812,3004,2818350,6212,2818350
812,3004,2818350,6212,2818350
812,3004,2819350,6212,2819350
812,3004,2819810,6212,2819810
812,3004,2820620,6212,2820620
813,3012,2821620,6212,2821620
813,3012,2822620,6212,2822620
813,3012,2822850,6212,2822850
813,3012,2823080,6212,2823080
813,3012,2823550,6212,2823550
813,3012,2824550,6212,2824550
813,3012,2825550,6212,2825550
813,3012,2826550,6212,2826550
813,3012,2827360,6212,2827360
813,3012,2828360,6212,2828360
814,3020,2829360,6212,2829360
814,3020,2830360,6212,2830360
814,3020,2831360,6212,2831360
814,3020,2833360,6212,2833360
814,3020,2833830,6212,2833830
814,3020,2834830,6212,2834830
814,3020,2835640,6212,2835640
814,3020,2836450,6212,2836450
814,3020,2836450,6212,2836450
814,3020,2836450,6212,2836450
815,3028,2836920,6212,2836920
815,3028,2837080,6212,2837080
815,3028,2838080,6212,2838080
816,3036,2846080,6212,2846080
816,3036,2847080,6212,2847080
817,3044,2855080,6212,2855080
817,3044,2856080,6212,2856080
817,3044,2856670,6212,2856670
817,3044,2856990,6212,2856990
817,3044,2856990,6212,2856990
818,3052,2864990,6212,2864990
818,3052,2865210,6212,2865210
819,3060,2873210,6212,2873210
819,3060,2874020,6212,2874020
819,3060,2874830,6212,2874830
820,3068,2876830,6212,2876830
820,3068,2877310,6212,2877310
820,3068,2878310,6212,2878310
820,3068,2879310,6212,2879310
820,3068,2879310,6212,2879310
820,3068,2879780,6212,2879780
820,3068,2880590,6212,2880590
820,3068,2881400,6212,2881400
820,3068,2881870,6212,2881870
821,3076,2889870,6212,2889870
821,3076,2890870,6212,2890870
821,3076,2890980,6212,2890980
821,3076,2891450,6212,2891450
822,3084,2892450,6212,2892450
822,3084,2893260,6212,2893260
822,3084,2893910,6212,2893910
822,3084,2894140,6212,2894140
822,3084,2894610,6212,2894610
822,3084,2894610,6212,2894610
822,3084,2895610,6212,2895610
822,3084,2895610,6212,2895610
822,3084,2896260,6212,2896260
822,3084,2897070,6212,2897070
822,3084,2897070,6212,2897070
822,3084,2898070,6212,2898070
823,3092,2899070,6212,2899070
823,3092,2899540,6212,2899540
823,3092,2900540,6212,2900540
823,3092,2901190,6212,2901190
823,3092,2902190,6212,2902190
823,3092,2902190,6212,2902190
823,3092,2903190,6212,2903190
823,3092,2904190,6212,2904190
823,3092,2905000,6212,2905000
823,3092,2906000,6212,2906000
824,3100,2907000,6212,2907000
824,3100,2907000,6212,2907000
824,3100,2907000,6212,2907000
824,3100,2908000,6212,2908000
824,3100,2909000,6212,2909000
824,3100,2910000,6212,2910000
824,3100,2911000,6212,2911000
824,3100,2911220,6212,2911220
824,3100,2912220,6212,2912220
824,3100,2913220,6212,2913220
825,3108,2913690,6212,2913690
825,3108,2914690,6212,2914690
825,3108,2914690,6212,2914690
826,3116,2922690,6212,2922690
826,3116,2923690,6212,2923690
826,3116,2924060,6212,2924060
826,3116,2925060,6212,2925060
827,3124,2933060,6212,2933060
827,3124,2933380,6212,2933380
827,3124,2933700,6212,2933700
827,3124,2934510,6212,2934510
827,3124,2935160,6212,2935160
827,3124,2936160,6212,2936160
827,3124,2936390,6212,2936390
827,3124,2936390,6212,2936390
827,3124,2936710,6212,2936710
827,3124,2936940,6212,2936940
828,3132,2937940,6212,2937940
828,3132,2938410,6212,2938410
828,3132,2938410,6212,2938410
828,3132,2939410,6212,2939410
828,3132,2940410,6212,2940410
828,3132,2941410,6212,2941410
828,3132,2941460,6212,2941460
828,3132,2942460,6212,2942460
828,3132,2943460,6212,2943460
828,3132,2944270,6212,2944270
828,3132,2945270,6212,2945270
829,3140,2946270,6212,2946270
829,3140,2948270,6212,2948270
829,3140,2948590,6212,2948590
829,3140,2948590,6212,2948590
830,3148,2956590,6212,2956590
830,3148,2957400,6212,2957400
830,3148,2958400,6212,2958400
830,3148,2959400,6212,2959400
830,3148,2960400,6212,2960400
831,3156,2961400,6212,2961400
831,3156,2962400,6212,2962400
831,3156,2963400,6212,2963400
831,3156,2963870,6212,2963870
831,3156,2964870,6212,2964870
831,3156,2965870,6212,2965870
831,3156,2966870,6212,2966870
831,3156,2967520,6212,2967520
832,3164,2971520,6212,2971520
832,3164,2972520,6212,2972520
832,3164,2973520,6212,2973520
832,3164,2974330,6212,2974330
832,3164,2975330,6212,2975330
832,3164,2976330,6212,2976330
832,3164,2976330,6212,2976330
833,3172,2976800,6212,2976800
833,3172,2977800,6212,2977800
833,3172,2978120,6212,2978120
833,3172,2978590,6212,2978590
833,3172,2979590,6212,2979590
833,3172,2980590,6212,2980590
833,3172,2980590,6212,2980590
833,3172,2981590,6212,2981590
833,3172,2982400,6212,2982400
833,3172,2983400,6212,2983400
833,3172,2983400,6212,2983400
834,3180,2984210,6212,2984210
834,3180,2985210,6212,2985210
834,3180,2986210,6212,2986210
834,3180,2986680,6212,2986680
834,3180,2987680,6212,2987680
