ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
1213,6212,5792730,6212,5904960
1213,6212,5792730,6212,5905190
1213,6212,5792730,6212,5906190
1213,6212,5792730,6212,5906420
1213,6212,5792730,6212,5906890
1213,6212,5792730,6212,5907700
1213,6212,5792730,6212,5908700
1213,6212,5792730,6212,5909700
1213,6212,5792730,6212,5910700
1213,6212,5792730,6212,5911700
1213,6212,5792730,6212,5912350
1213,6212,5792730,6212,5913350
1213,6212,5792730,6212,5914160
1213,6212,5792730,6212,5914970
1213,6212,5792730,6212,5915970
1213,6212,5792730,6212,5916970
1213,6212,5792730,6212,5917970
1213,6212,5792730,6212,5918970
1213,6212,5792730,6212,5919970
1213,6212,5792730,6212,5920440
1213,6212,5792730,6212,5920440
1213,6212,5792730,6212,5920910
1213,6212,5792730,6212,5921910
1213,6212,5792730,6212,5921910
1213,6212,5792730,6212,5921910
1213,6212,5792730,6212,5925910
1213,6212,5792730,6212,5926230
1213,6212,5792730,6212,5926550
1213,6212,5792730,6212,5927550
1213,6212,5792730,6212,5928550
1213,6212,5792730,6212,5928550
1213,6212,5792730,6212,5929550
1213,6212,5792730,6212,5930550
1213,6212,5792730,6212,5931550
1213,6212,5792730,6212,5931870
1213,6212,5792730,6212,5932870
1213,6212,5792730,6212,5933680
1213,6212,5792730,6212,5934680
1213,6212,5792730,6212,5935680
1213,6212,5792730,6212,5936680
1213,6212,5792730,6212,5937680
1213,6212,5792730,6212,5938490
1213,6212,5792730,6212,5939490
1213,6212,5792890,6212,5939650
1213,6212,5792890,6212,5940460
1213,6212,5792890,6212,5940930
1213,6212,5792890,6212,5941930
1213,6212,5792890,6212,5942740
1213,6212,5792890,6212,5942970
1213,6212,5792890,6212,5943970
1213,6212,5792890,6212,5944200
1213,6212,5792890,6212,5944200
1213,6212,5792890,6212,5945200
1213,6212,5792890,6212,5946010
1213,6212,5792890,6212,5947010
1213,6212,5792890,6212,5948010
1213,6212,5792890,6212,5949010
1213,6212,5792890,6212,5949480
1213,6212,5792890,6212,5949480
1213,6212,5792890,6212,5950070
1213,6212,5792890,6212,5951070
1213,6212,5792890,6212,5951390
1213,6212,5792890,6212,5952390
1213,6212,5792890,6212,5953200
1213,6212,5792890,6212,5953670
1213,6212,5792890,6212,5954670
1213,6212,5792890,6212,5955140
1213,6212,5792890,6212,5956140
1213,6212,5792890,6212,5957140
1213,6212,5792890,6212,5957140
1213,6212,5792890,6212,5958140
1213,6212,5792890,6212,5958730
1213,6212,5792890,6212,5959730
1213,6212,5792890,6212,5960200
1213,6212,5792890,6212,5961200
1213,6212,5792890,6212,5962200
1213,6212,5792890,6212,5963010
1213,6212,5792890,6212,5963330
1213,6212,5792890,6212,5963920
1213,6212,5792890,6212,5964920
1213,6212,5792890,6212,5965390
1213,6212,5792890,6212,5965940
1213,6212,5792890,6212,5966940
1213,6212,5792890,6212,5967410
1213,6212,5792890,6212,5968220
1213,6212,5792890,6212,5969220
1213,6212,5792890,6212,5970030
1213,6212,5792890,6212,5970500
1213,6212,5792890,6212,5971500
1213,6212,5792890,6212,5971970
1213,6212,5792890,6212,5972780
1213,6212,5792890,6212,5973780
1213,6212,5792890,6212,5974430
1213,6212,5792890,6212,5975430
1213,6212,5792890,6212,5975900
1213,6212,5793210,6212,5976220
1213,6212,5793210,6212,5976690
1213,6212,5793210,6212,5977500
1213,6212,5793210,6212,5978500
1213,6212,5793210,6212,5978500
1213,6212,5793210,6212,5979500
1213,6212,5793210,6212,5979980
1213,6212,5793210,6212,5980350
1213,6212,5793210,6212,5980810
1213,6212,5793210,6212,5981810
1213,6212,5793210,6212,5982810
1213,6212,5793210,6212,5983040
1213,6212,5793210,6212,5984040
1213,6212,5793210,6212,5985040
1213,6212,5793210,6212,5985360
1213,6212,5793210,6212,5986360
1213,6212,5793210,6212,5987360
1213,6212,5793210,6212,5988360
1213,6212,5793210,6212,5989170
1213,6212,5793210,6212,5989170
1213,6212,5793210,6212,5990170
1213,6212,5793370,6212,5990330
1213,6212,5793370,6212,5991330
1213,6212,5793370,6212,5992330
1213,6212,5793370,6212,5993330
1213,6212,5793370,6212,5993790
1213,6212,5793370,6212,5994790
1213,6212,5793370,6212,5995110
1213,6212,5793370,6212,5995570
1213,6212,5793370,6212,5996380
1213,6212,5793370,6212,5997380
1213,6212,5793370,6212,5997840
1213,6212,5793370,6212,5998300
1213,6212,5793370,6212,5998770
1213,6212,5793370,6212,5999770
1213,6212,5793370,6212,6000770
1213,6212,5793370,6212,6001770
1213,6212,5793370,6212,6001770
1213,6212,5793370,6212,6002090
1213,6212,5793370,6212,6003090
1213,6212,5793370,6212,6003740
1213,6212,5793370,6212,6003970
1213,6212,5793370,6212,6003970
1213,6212,5793370,6212,6004970
1213,6212,5793370,6212,6005780
1213,6212,5793370,6212,6006780
1213,6212,5793370,6212,6006780
1213,6212,5793370,6212,6007240
1213,6212,5793370,6212,6007710
1213,6212,5793370,6212,6008710
1213,6212,5793370,6212,6009710
1213,6212,5793370,6212,6010710
1213,6212,5793370,6212,6011170
1213,6212,5793370,6212,6011980
1213,6212,5793530,6212,6012140
1213,6212,5793530,6212,6012610
1213,6212,5793530,6212,6013610
1213,6212,5793530,6212,6014610
1213,6212,5793530,6212,6015420
1213,6212,5793530,6212,6016420
1213,6212,5793530,6212,6017420
1213,6212,5793530,6212,6018420
1213,6212,5793530,6212,6019420
1213,6212,5793530,6212,6019420
1213,6212,5793530,6212,6020420
1213,6212,5793530,6212,6020900
1213,6212,5793530,6212,6021900
1213,6212,5793530,6212,6022900
1213,6212,5793530,6212,6023220
1213,6212,5793530,6212,6024220
1213,6212,5793530,6212,6025220
1213,6212,5793530,6212,6026220
1213,6212,5793530,6212,6026870
1213,6212,5793530,6212,6027100
1213,6212,5793530,6212,6027420
1213,6212,5793530,6212,6028010
1213,6212,5793530,6212,6028330
1213,6212,5793530,6212,6028980
1213,6212,5793530,6212,6029980
1213,6212,5793530,6212,6030790
1213,6212,5793530,6212,6031790
1213,6212,5793900,6212,6032160
1213,6212,5793900,6212,6033160
1213,6212,5793900,6212,6033970
1213,6212,5793900,6212,6034970
1213,6212,5793900,6212,6035970
1213,6212,5793900,6212,6035970
1213,6212,5793900,6212,6036780
1213,6212,5793900,6212,6037240
1213,6212,5793900,6212,6037460
1213,6212,5793900,6212,6037930
1213,6212,5793900,6212,6038740
1213,6212,5793900,6212,6039550
1213,6212,5793900,6212,6040550
1213,6212,5793900,6212,6041550
1213,6212,5793900,6212,6042200
1213,6212,5793900,6212,6043010
1213,6212,5793900,6212,6043820
1213,6212,5793900,6212,6044630
1213,6212,5793900,6212,6044630
1213,6212,5793900,6212,6045100
1213,6212,5793900,6212,6045560
1213,6212,5793900,6212,6046560
1213,6212,5793900,6212,6047030
1213,6212,5793900,6212,6048030
1213,6212,5793900,6212,6048030
1213,6212,5793900,6212,6048840
1213,6212,5793900,6212,6049840
1213,6212,5793900,6212,6050390
1213,6212,5793900,6212,6051390
1213,6212,5793900,6212,6052390
1213,6212,5793900,6212,6053390
1213,6212,5793900,6212,6053860
1213,6212,5793900,6212,6054450
1213,6212,5793900,6212,6054920
1213,6212,5793900,6212,6055730
1213,6212,5793900,6212,6056540
1213,6212,5793900,6212,6057350
1213,6212,5793900,6212,6057820
1213,6212,5793900,6212,6058470
1213,6212,5793900,6212,6058470
1213,6212,5793900,6212,6059470
1213,6212,5793900,6212,6060470
1213,6212,5793900,6212,6061470
1213,6212,5793900,6212,6061800
1213,6212,5793900,6212,6062800
1213,6212,5793900,6212,6063800
1213,6212,5793900,6212,6064800
1213,6212,5793900,6212,6065800
1213,6212,5793900,6212,6065800
1213,6212,5793900,6212,6066800
1213,6212,5793900,6212,6067030
1213,6212,5793900,6212,6068030
1213,6212,5793900,6212,6069030
1213,6212,5793900,6212,6069500
1213,6212,5793900,6212,6070310
1213,6212,5793900,6212,6070780
1213,6212,5793900,6212,6071590
1213,6212,5793900,6212,6071590
1213,6212,5793900,6212,6072590
1213,6212,5793900,6212,6073400
1213,6212,5793900,6212,6074210
1213,6212,5793900,6212,6075210
1213,6212,5793900,6212,6075680
1213,6212,5793900,6212,6076680
1213,6212,5794060,6212,6076840
1213,6212,5794060,6212,6077650
1213,6212,5794060,6212,6078300
1213,6212,5794060,6212,6078950
1213,6212,5794060,6212,6079420
1213,6212,5794060,6212,6080420
1213,6212,5794060,6212,6080650
1213,6212,5794060,6212,6081460
1213,6212,5794060,6212,6082110
1213,6212,5794060,6212,6082760
1213,6212,5794060,6212,6083760
1213,6212,5794060,6212,6084410
1213,6212,5794060,6212,6084880
1213,6212,5794060,6212,6085340
1213,6212,5794060,6212,6085340
1213,6212,5794060,6212,6085800
1213,6212,5794060,6212,6086800
1213,6212,5794060,6212,6086800
1213,6212,5794060,6212,6087610
1213,6212,5794060,6212,6088610
1213,6212,5794060,6212,6089610
1213,6212,5794060,6212,6090420
1213,6212,5794060,6212,6090880
1213,6212,5794060,6212,6091880
1213,6212,5794060,6212,6092690
1213,6212,5794060,6212,6093690
1213,6212,5794060,6212,6094690
1213,6212,5794060,6212,6095690
1213,6212,5794060,6212,6096690
1213,6212,5794060,6212,6097690
1213,6212,5794060,6212,6098690
1213,6212,5794060,6212,6099500
1213,6212,5794060,6212,6099970
1213,6212,5794060,6212,6100970
1213,6212,5794060,6212,6101780
1213,6212,5794060,6212,6102430
1213,6212,5794060,6212,6103430
1213,6212,5794060,6212,6103430
1213,6212,5794060,6212,6104240
1213,6212,5794060,6212,6104240
1213,6212,5794060,6212,6105050
1213,6212,5794060,6212,6106050
1213,6212,5794060,6212,6107050
1213,6212,5794060,6212,6108050
1213,6212,5794060,6212,6108860
1213,6212,5794060,6212,6109510
1213,6212,5794060,6212,6110510
1213,6212,5794060,6212,6111320
1213,6212,5794060,6212,6112320
1213,6212,5794060,6212,6113320
1213,6212,5794060,6212,6114320
1213,6212,5794060,6212,6115320
1213,6212,5794060,6212,6116320
1213,6212,5794060,6212,6117320
1213,6212,5794060,6212,6117870
1213,6212,5794060,6212,6118420
1213,6212,5794060,6212,6119230
1213,6212,5794060,6212,6120230
1213,6212,5794060,6212,6121230
1213,6212,5794060,6212,6122230
1213,6212,5794060,6212,6122880
1213,6212,5794060,6212,6123880
1213,6212,5794060,6212,6124350
1213,6212,5794060,6212,6125350
1213,6212,5794060,6212,6125580
1213,6212,5794060,6212,6126580
1213,6212,5794060,6212,6127580
1213,6212,5794060,6212,6128580
1213,6212,5794060,6212,6129580
1213,6212,5794060,6212,6130580
1213,6212,5794060,6212,6130580
1213,6212,5794060,6212,6131580
1213,6212,5794060,6212,6131580
1213,6212,5794060,6212,6132580
1213,6212,5794060,6212,6133390
1213,6212,5794060,6212,6134200
1213,6212,5794060,6212,6134200
1213,6212,5794060,6212,6134200
1213,6212,5794060,6212,6134200
1213,6212,5794060,6212,6135200
1213,6212,5794060,6212,6135670
1213,6212,5794060,6212,6136480
1213,6212,5794060,6212,6137480
1213,6212,5794060,6212,6138480
1213,6212,5794060,6212,6139480
1213,6212,5794060,6212,6139800
1213,6212,5794060,6212,6140800
1213,6212,5794060,6212,6141120
1213,6212,5794060,6212,6142120
1213,6212,5794060,6212,6142580
1213,6212,5794060,6212,6143580
1213,6212,5794060,6212,6144580
1213,6212,5794060,6212,6144810
1213,6212,5794060,6212,6145810
1213,6212,5794060,6212,6146280
1213,6212,5794060,6212,6146750
1213,6212,5794060,6212,6147560
1213,6212,5794060,6212,6148370
1213,6212,5794060,6212,6149020
1213,6212,5794060,6212,6150020
1213,6212,5794060,6212,6150490
1213,6212,5794060,6212,6151490
1213,6212,5794060,6212,6151810
1213,6212,5794060,6212,6152810
1213,6212,5794060,6212,6153620
1213,6212,5794060,6212,6154620
1213,6212,5794060,6212,6155620
1213,6212,5794060,6212,6156430
1213,6212,5794060,6212,6157430
1213,6212,5794060,6212,6158080
1213,6212,5794060,6212,6159080
1213,6212,5794060,6212,6160080
1213,6212,5794060,6212,6160890
1213,6212,5794060,6212,6161360
1213,6212,5794060,6212,6162360
1213,6212,5794060,6212,6163360
1213,6212,5794060,6212,6163360
1213,6212,5794060,6212,6164360
1213,6212,5794060,6212,6165360
1213,6212,5794060,6212,6165690
1213,6212,5794060,6212,6166690
1213,6212,5794060,6212,6166920
1213,6212,5794060,6212,6167470
1213,6212,5794060,6212,6167790
1213,6212,5794060,6212,6168440
1213,6212,5794060,6212,6168440
1213,6212,5794060,6212,6169440
1213,6212,5794060,6212,6169440
1213,6212,5794060,6212,6170440
1213,6212,5794060,6212,6171250
1213,6212,5794060,6212,6172250
1213,6212,5794060,6212,6173060
1213,6212,5794060,6212,6174060
1213,6212,5794380,6212,6174380
1213,6212,5794380,6212,6175380
1213,6212,5794380,6212,6176380
1213,6212,5794380,6212,6177380
1213,6212,5794380,6212,6178380
1213,6212,5794380,6212,6179380
1213,6212,5794380,6212,6180380
1213,6212,5794380,6212,6181190
1213,6212,5794380,6212,6182190
1213,6212,5794380,6212,6183190
1213,6212,5794380,6212,6183650
1213,6212,5794380,6212,6184120
1213,6212,5794380,6212,6185120
1213,6212,5794380,6212,6185350
1213,6212,5794380,6212,6186350
1213,6212,5794380,6212,6186670
1213,6212,5794380,6212,6187480
1213,6212,5794380,6212,6187950
1213,6212,5794380,6212,6187950
1213,6212,5794380,6212,6188950
1213,6212,5794380,6212,6188950
1213,6212,5794380,6212,6189420
1213,6212,5794380,6212,6189420
1213,6212,5794380,6212,6189650
1213,6212,5794380,6212,6189650
1213,6212,5794380,6212,6190460
1213,6212,5794380,6212,6191270
1213,6212,5794380,6212,6192270
1213,6212,5794380,6212,6192740
1213,6212,5794380,6212,6193550
1213,6212,5794380,6212,6194360
1213,6212,5794380,6212,6195360
1213,6212,5794380,6212,6195830
1213,6212,5794380,6212,6196830
1213,6212,5794380,6212,6196830
1213,6212,5794380,6212,6197830
1213,6212,5794380,6212,6198300
1213,6212,5794380,6212,6199300
1213,6212,5794380,6212,6200110
1213,6212,5794380,6212,6200580
1213,6212,5794380,6212,6201580
1213,6212,5794380,6212,6202580
1213,6212,5794380,6212,6203230
1213,6212,5794380,6212,6204040
1213,6212,5794380,6212,6204850
1213,6212,5794380,6212,6205660
1213,6212,5794380,6212,6206660
1213,6212,5794380,6212,6207660
1213,6212,5794380,6212,6208660
1213,6212,5794380,6212,6209660
1213,6212,5794380,6212,6210660
1213,6212,5794380,6212,6211470
1213,6212,5794380,6212,6211940
1213,6212,5794380,6212,6211940
1213,6212,5794380,6212,6212940
1213,6212,5794380,6212,6213940
1213,6212,5794380,6212,6214270
1213,6212,5794380,6212,6215270
1213,6212,5794380,6212,6216270
1213,6212,5794380,6212,6217270
1213,6212,5794380,6212,6217270
1213,6212,5794380,6212,6217490
1213,6212,5794380,6212,6217810
1213,6212,5794380,6212,6218810
1213,6212,5794380,6212,6219280
1213,6212,5794380,6212,6220280
1213,6212,5794380,6212,6221280
1213,6212,5794380,6212,6221600
1213,6212,5794380,6212,6222600
1213,6212,5794380,6212,6222920
1213,6212,5794380,6212,6223920
1213,6212,5794380,6212,6224920
1213,6212,5795380,6212,6225920
1213,6212,5795380,6212,6226730
1213,6212,5795380,6212,6227050
1213,6212,5795380,6212,6228050
1213,6212,5795380,6212,6229050
1213,6212,5795380,6212,6229050
1213,6212,5795380,6212,6230050
1213,6212,5795380,6212,6230640
1213,6212,5795380,6212,6231640
1213,6212,5795380,6212,6232640
1213,6212,5795380,6212,6233450
1213,6212,5795380,6212,6233450
1213,6212,5795380,6212,6234450
1213,6212,5795380,6212,6234920
1213,6212,5795380,6212,6235570
1213,6212,5795380,6212,6236380
1213,6212,5795380,6212,6236850
1213,6212,5795380,6212,6237660
1213,6212,5795380,6212,6238130
1213,6212,5795380,6212,6238590
1213,6212,5795380,6212,6239400
1213,6212,5795380,6212,6239870
1213,6212,5795380,6212,6240870
1213,6212,5795380,6212,6241870
1213,6212,5795380,6212,6242870
1213,6212,5795380,6212,6243870
1213,6212,5795380,6212,6244680
1213,6212,5795380,6212,6245680
1213,6212,5795380,6212,6245680
1213,6212,5795380,6212,6246150
1213,6212,5795380,6212,6247150
1213,6212,5795380,6212,6248150
1213,6212,5795380,6212,6248740
1213,6212,5795380,6212,6249060
1213,6212,5795380,6212,6250060
1213,6212,5795380,6212,6250870
1213,6212,5795380,6212,6251870
1213,6212,5795380,6212,6252340
1213,6212,5795380,6212,6252810
1213,6212,5795380,6212,6252810
1213,6212,5795380,6212,6253810
1213,6212,5795380,6212,6254810
1213,6212,5795380,6212,6255810
1213,6212,5795380,6212,6256810
1213,6212,5795380,6212,6256810
1213,6212,5795380,6212,6256810
1213,6212,5795430,6212,6256860
1213,6212,5795430,6212,6257330
1213,6212,5795430,6212,6258330
1213,6212,5795430,6212,6258800
1213,6212,5795430,6212,6259610
1213,6212,5795430,6212,6260610
1213,6212,5795430,6212,6261420
1213,6212,5795430,6212,6262230
1213,6212,5795430,6212,6262710
1213,6212,5795430,6212,6263710
1213,6212,5795430,6212,6264710
1213,6212,5795430,6212,6265710
1213,6212,5795430,6212,6265710
1213,6212,5795430,6212,6266710
1213,6212,5795430,6212,6267710
1213,6212,5795430,6212,6268180
1213,6212,5795430,6212,6268830
1213,6212,5795430,6212,6269300
1213,6212,5795430,6212,6270110
1213,6212,5795430,6212,6270430
1213,6212,5795430,6212,6270750
1213,6212,5795430,6212,6271750
1213,6212,5795430,6212,6272070
1213,6212,5795430,6212,6273070
1213,6212,5795430,6212,6273070
1213,6212,5795430,6212,6273540
1213,6212,5795430,6212,6274540
1213,6212,5795430,6212,6274860
1213,6212,5795430,6212,6275330
1213,6212,5795430,6212,6276330
1213,6212,5795430,6212,6277140
1213,6212,5795430,6212,6278140
1213,6212,5795430,6212,6279140
1213,6212,5795430,6212,6280140
1213,6212,5795430,6212,6280950
1213,6212,5795430,6212,6280950
1213,6212,5795430,6212,6280950
1213,6212,5795430,6212,6280950
1213,6212,5795430,6212,6281950
1213,6212,5795430,6212,6282950
1213,6212,5795430,6212,6284950
1213,6212,5795430,6212,6285950
1213,6212,5795430,6212,6285950
1213,6212,5795430,6212,6286760
1213,6212,5795430,6212,6286760
1213,6212,5795430,6212,6287760
1213,6212,5795430,6212,6288230
1213,6212,5795430,6212,6288550
1213,6212,5795430,6212,6289550
1213,6212,5795430,6212,6290550
1213,6212,5795430,6212,6291550
1213,6212,5795430,6212,6292020
1213,6212,5795430,6212,6293020
1213,6212,5795430,6212,6294020
1213,6212,5795430,6212,6294480
1213,6212,5795430,6212,6295480
1213,6212,5795430,6212,6296290
1213,6212,5795430,6212,6297290
1213,6212,5795430,6212,6298100
1213,6212,5795430,6212,6299100
1213,6212,5795430,6212,6299570
1213,6212,5795430,6212,6300380
1213,6212,5795430,6212,6302380
1213,6212,5795430,6212,6303380
1213,6212,5795430,6212,6304380
1213,6212,5795430,6212,6305380
1213,6212,5795430,6212,6305850
1213,6212,5795430,6212,6306170
1213,6212,5795430,6212,6306980
1213,6212,5795430,6212,6307980
1213,6212,5795430,6212,6308980
1213,6212,5795430,6212,6309450
1213,6212,5795430,6212,6310450
1213,6212,5795430,6212,6310450
1213,6212,5795430,6212,6311450
1213,6212,5795430,6212,6312260
1213,6212,5795430,6212,6313070
1213,6212,5795430,6212,6321070
1213,6212,5795430,6212,6322070
1213,6212,5795430,6212,6323070
1213,6212,5795430,6212,6323390
1213,6212,5795430,6212,6324390
1213,6212,5795430,6212,6325390
1213,6212,5795430,6212,6325860
1213,6212,5795430,6212,6325860
1213,6212,5795430,6212,6326670
1213,6212,5795430,6212,6327670
1213,6212,5795430,6212,6328480
1213,6212,5795430,6212,6329290
1213,6212,5795430,6212,6329290
1213,6212,5795430,6212,6330290
1213,6212,5795430,6212,6330760
1213,6212,5795430,6212,6331410
1213,6212,5795430,6212,6332410
1213,6212,5795430,6212,6332410
1213,6212,5795430,6212,6333410
1213,6212,5795430,6212,6334410
1213,6212,5795590,6212,6334570
1213,6212,5795590,6212,6335570
1213,6212,5795590,6212,6336380
1213,6212,5795590,6212,6337380
1213,6212,5795590,6212,6338380
1213,6212,5795590,6212,6339190
1213,6212,5795590,6212,6339660
1213,6212,5795590,6212,6340660
1213,6212,5795910,6212,6340980
1213,6212,5795910,6212,6341790
1213,6212,5795910,6212,6341790
1213,6212,5795910,6212,6342790
1213,6212,5795910,6212,6343600
1213,6212,5795910,6212,6344070
1213,6212,5795910,6212,6344070
1213,6212,5795910,6212,6344880
1213,6212,5795910,6212,6345690
1213,6212,5795910,6212,6346690
1213,6212,5795910,6212,6347160
1213,6212,5795910,6212,6347380
1213,6212,5795910,6212,6348380
1213,6212,5795910,6212,6348840
1213,6212,5795910,6212,6349840
1213,6212,5795910,6212,6350840
1213,6212,5795910,6212,6351490
1213,6212,5795910,6212,6351490
1213,6212,5795910,6212,6351960
1213,6212,5795910,6212,6352770
1213,6212,5795910,6212,6353240
1213,6212,5795910,6212,6353240
1213,6212,5795910,6212,6354240
1213,6212,5795910,6212,6355050
1213,6212,5795910,6212,6355050
1213,6212,5795910,6212,6355050
1213,6212,5795910,6212,6356050
1213,6212,5795910,6212,6357050
1213,6212,5795910,6212,6358050
1213,6212,5795910,6212,6359050
1213,6212,5796230,6212,6359370
1213,6212,5796230,6212,6360180
1213,6212,5796230,6212,6361180
1213,6212,5796230,6212,6361180
1213,6212,5796230,6212,6361990
1213,6212,5796230,6212,6362640
1213,6212,5796230,6212,6363640
1213,6212,5796230,6212,6364450
1213,6212,5796230,6212,6364770
1213,6212,5796230,6212,6365420
1213,6212,5796230,6212,6366420
1213,6212,5796230,6212,6366420
1213,6212,5796230,6212,6366890
1213,6212,5796230,6212,6366890
1213,6212,5796230,6212,6367360
1213,6212,5796230,6212,6367360
1213,6212,5796230,6212,6368170
1213,6212,5796230,6212,6368980
1213,6212,5796230,6212,6368980
1213,6212,5796230,6212,6369980
1213,6212,5796230,6212,6370980
1213,6212,5796230,6212,6371980
1213,6212,5796230,6212,6372450
1213,6212,5796230,6212,6373450
1213,6212,5796230,6212,6373770
1213,6212,5796230,6212,6374770
1213,6212,5796230,6212,6375240
1213,6212,5796230,6212,6376240
1213,6212,5796230,6212,6377240
1213,6212,5796230,6212,6378240
1213,6212,5796230,6212,6379240
1213,6212,5796230,6212,6379560
1213,6212,5796230,6212,6380560
1213,6212,5796230,6212,6380930
1213,6212,5796230,6212,6381400
1213,6212,5796230,6212,6382400
1213,6212,5796230,6212,6383400
1213,6212,5796230,6212,6384210
1213,6212,5796230,6212,6385210
1213,6212,5796230,6212,6386210
1213,6212,5796230,6212,6387210
1213,6212,5796230,6212,6388210
1213,6212,5796230,6212,6389210
1213,6212,5796230,6212,6390210
1213,6212,5796230,6212,6390210
1213,6212,5796230,6212,6390860
1213,6212,5796230,6212,6391860
1213,6212,5796230,6212,6392860
1213,6212,5796230,6212,6393670
1213,6212,5796230,6212,6394670
1213,6212,5796230,6212,6395480
1213,6212,5796230,6212,6396480
1213,6212,5796230,6212,6397480
1213,6212,5796230,6212,6397950
1213,6212,5796230,6212,6398420
1213,6212,5796230,6212,6398420
1213,6212,5796230,6212,6399230
1213,6212,5796230,6212,6400040
1213,6212,5796230,6212,6401040
1213,6212,5796230,6212,6401850
1213,6212,5796230,6212,6402320
1213,6212,5796230,6212,6403320
1213,6212,5796230,6212,6404320
1213,6212,5796230,6212,6405320
1213,6212,5796230,6212,6406320
1213,6212,5796230,6212,6406320
1213,6212,5796230,6212,6406320
1213,6212,5796230,6212,6407130
1213,6212,5796230,6212,6408130
1213,6212,5796230,6212,6409130
1213,6212,5796230,6212,6410130
1213,6212,5796230,6212,6411130
1213,6212,5796230,6212,6412130
1213,6212,5796230,6212,6413130
1213,6212,5796340,6212,6413240
1213,6212,5796340,6212,6414240
1213,6212,5796340,6212,6415240
1213,6212,5796340,6212,6416240
1213,6212,5796340,6212,6417240
1213,6212,5796340,6212,6417710
1213,6212,5796340,6212,6417710
1213,6212,5796340,6212,6418710
1213,6212,5796340,6212,6419710
1213,6212,5796340,6212,6420030
1213,6212,5796340,6212,6420680
1213,6212,5796340,6212,6421680
1213,6212,5796340,6212,6422490
1213,6212,5796340,6212,6422960
1213,6212,5796340,6212,6423960
1213,6212,5796340,6212,6424430
1213,6212,5796340,6212,6425430
1213,6212,5796340,6212,6426430
1213,6212,5796340,6212,6427430
1213,6212,5796340,6212,6428430
1213,6212,5796340,6212,6428750
1213,6212,5796340,6212,6429560
1213,6212,5796340,6212,6430560
1213,6212,5796340,6212,6431560
1213,6212,5796340,6212,6432560
1213,6212,5796340,6212,6433560
1213,6212,5796340,6212,6434560
1213,6212,5796340,6212,6435210
1213,6212,5796340,6212,6436020
1213,6212,5796340,6212,6436490
1213,6212,5796340,6212,6437490
1213,6212,5796340,6212,6438490
1213,6212,5796340,6212,6438960
1213,6212,5796340,6212,6439190
1213,6212,5796340,6212,6440190
1213,6212,5796340,6212,6441190
1213,6212,5796340,6212,6442190
1213,6212,5796340,6212,6443190
1213,6212,5796340,6212,6443740
1213,6212,5796340,6212,6444740
1213,6212,5796340,6212,6445740
1213,6212,5796340,6212,6446550
1213,6212,5796340,6212,6447550
1213,6212,5796340,6212,6448020
1213,6212,5796340,6212,6449020
1213,6212,5796340,6212,6450020
1213,6212,5796340,6212,6450830
1213,6212,5796340,6212,6450830
1213,6212,5796340,6212,6451640
1213,6212,5796340,6212,6452640
1213,6212,5796340,6212,6453640
1213,6212,5796340,6212,6454450
1213,6212,5796340,6212,6455450
1213,6212,5796340,6212,6455450
1213,6212,5796340,6212,6456450
1213,6212,5796340,6212,6457450
1213,6212,5796340,6212,6457770
1213,6212,5796340,6212,6458770
1213,6212,5796340,6212,6459000
1213,6212,5796340,6212,6460000
1213,6212,5796340,6212,6461000
1213,6212,5796340,6212,6462000
1213,6212,5796340,6212,6463000
1213,6212,5796340,6212,6463220
1213,6212,5796340,6212,6463220
1213,6212,5796340,6212,6464030
1213,6212,5796340,6212,6464840
1213,6212,5796340,6212,6465840
1213,6212,5796340,6212,6465840
1213,6212,5796500,6212,6466000
1213,6212,5796500,6212,6467000
1213,6212,5796500,6212,6468000
1213,6212,5796500,6212,6469000
1213,6212,5796820,6212,6469320
1213,6212,5796820,6212,6470320
1213,6212,5796820,6212,6471320
1213,6212,5796820,6212,6471790
1213,6212,5796820,6212,6472790
1213,6212,5796820,6212,6472790
1213,6212,5796820,6212,6473600
1213,6212,5796820,6212,6474600
1213,6212,5796820,6212,6475410
1213,6212,5796820,6212,6475730
1213,6212,5796820,6212,6476730
1213,6212,5796820,6212,6477540
1213,6212,5796820,6212,6478350
1213,6212,5796820,6212,6479160
1213,6212,5796820,6212,6480160
1213,6212,5796820,6212,6481160
1213,6212,5796820,6212,6481970
1213,6212,5796820,6212,6482970
1213,6212,5796820,6212,6483970
1213,6212,5796820,6212,6484190
1213,6212,5796820,6212,6484650
1213,6212,5796820,6212,6484650
1213,6212,5796820,6212,6485650
1213,6212,5796820,6212,6485650
1213,6212,5796820,6212,6486240
1213,6212,5796930,6212,6486350
