ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
1213,6212,5821100,6212,6064150
1213,6212,5821100,6212,6064620
1213,6212,5821100,6212,6065620
1213,6212,5821100,6212,6065620
1213,6212,5821100,6212,6066620
1213,6212,5821100,6212,6067430
1213,6212,5821100,6212,6068430
1213,6212,5821100,6212,6069430
1213,6212,5821100,6212,6070430
1213,6212,5821100,6212,6071430
1213,6212,5821100,6212,6072430
1213,6212,5821100,6212,6073430
1213,6212,5821100,6212,6074430
1213,6212,5821100,6212,6075240
1213,6212,5821100,6212,6076050
1213,6212,5821100,6212,6077050
1213,6212,5821100,6212,6078050
1213,6212,5821100,6212,6079050
1213,6212,5821100,6212,6080050
1213,6212,5821100,6212,6081050
1213,6212,5821100,6212,6081520
1213,6212,5821100,6212,6081990
1213,6212,5821100,6212,6082990
1213,6212,5821100,6212,6083990
1213,6212,5821100,6212,6083990
1213,6212,5821100,6212,6084990
1213,6212,5821100,6212,6085800
1213,6212,5821100,6212,6086800
1213,6212,5821100,6212,6087610
1213,6212,5821100,6212,6088420
1213,6212,5821100,6212,6089420
1213,6212,5821100,6212,6090010
1213,6212,5821100,6212,6091010
1213,6212,5821100,6212,6092010
1213,6212,5821100,6212,6092480
1213,6212,5821100,6212,6093480
1213,6212,5821100,6212,6094130
1213,6212,5821100,6212,6095130
1213,6212,5821100,6212,6096130
1213,6212,5821100,6212,6096600
1213,6212,5821100,6212,6097070
1213,6212,5821100,6212,6098070
1213,6212,5821100,6212,6099070
1213,6212,5821100,6212,6100070
1213,6212,5821100,6212,6100720
1213,6212,5821100,6212,6101720
1213,6212,5821100,6212,6102050
1213,6212,5821100,6212,6102860
1213,6212,5821100,6212,6103670
1213,6212,5821100,6212,6104140
1213,6212,5821100,6212,6105140
1213,6212,5821100,6212,6106140
1213,6212,5821100,6212,6107140
1213,6212,5821100,6212,6108140
1213,6212,5821100,6212,6108460
1213,6212,5821100,6212,6108780
1213,6212,5821100,6212,6109780
1213,6212,5821100,6212,6110780
1213,6212,5821100,6212,6111590
1213,6212,5821100,6212,6111810
1213,6212,5821100,6212,6112620
1213,6212,5821100,6212,6113620
1213,6212,5821100,6212,6117620
1213,6212,5821100,6212,6118270
1213,6212,5821100,6212,6119080
1213,6212,5821100,6212,6120080
1213,6212,5821100,6212,6120890
1213,6212,5821100,6212,6121890
1213,6212,5821100,6212,6122360
1213,6212,5821100,6212,6123360
1213,6212,5821100,6212,6124360
1213,6212,5821100,6212,6125360
1213,6212,5821100,6212,6126360
1213,6212,5821100,6212,6127360
1213,6212,5821100,6212,6128360
1213,6212,5821100,6212,6128820
1213,6212,5821100,6212,6129820
1213,6212,5821100,6212,6129820
1213,6212,5821100,6212,6130820
1213,6212,5821100,6212,6130820
1213,6212,5821100,6212,6131820
1213,6212,5821100,6212,6132820
1213,6212,5821100,6212,6133820
1213,6212,5821100,6212,6134820
1213,6212,5821420,6212,6135140
1213,6212,5821420,6212,6136140
1213,6212,5821530,6212,6136250
1213,6212,5821530,6212,6137250
1213,6212,5821530,6212,6137250
1213,6212,5821690,6212,6137410
1213,6212,5821690,6212,6137730
1213,6212,5821690,6212,6138730
1213,6212,5821690,6212,6139730
1213,6212,5821690,6212,6140730
1213,6212,5821690,6212,6141730
1213,6212,5821690,6212,6142190
1213,6212,5821690,6212,6143000
1213,6212,5821690,6212,6144000
1213,6212,5821690,6212,6145000
1213,6212,5821690,6212,6145650
1213,6212,5821690,6212,6145880
1213,6212,5821690,6212,6146690
1213,6212,5821690,6212,6147340
1213,6212,5821690,6212,6148340
1213,6212,5821690,6212,6149340
1213,6212,5821690,6212,6150150
1213,6212,5821690,6212,6150960
1213,6212,5821690,6212,6151960
1213,6212,5821690,6212,6152960
1213,6212,5821690,6212,6153610
1213,6212,5821690,6212,6154610
1213,6212,5821690,6212,6155420
1213,6212,5821690,6212,6156420
1213,6212,5821690,6212,6157420
1213,6212,5821690,6212,6157420
1213,6212,5821690,6212,6158420
1213,6212,5821690,6212,6159420
1213,6212,5821690,6212,6160420
1213,6212,5821690,6212,6161230
1213,6212,5821690,6212,6162230
1213,6212,5821690,6212,6162230
1213,6212,5821690,6212,6163230
1213,6212,5821690,6212,6164230
1213,6212,5821690,6212,6164550
1213,6212,5821690,6212,6165550
1213,6212,5821690,6212,6165870
1213,6212,5821690,6212,6166520
1213,6212,5821690,6212,6167170
1213,6212,5821690,6212,6167640
1213,6212,5821690,6212,6168100
1213,6212,5821690,6212,6168910
1213,6212,5821690,6212,6169910
1213,6212,5821690,6212,6170230
1213,6212,5821690,6212,6171230
1213,6212,5821690,6212,6171700
1213,6212,5821690,6212,6171920
1213,6212,5821690,6212,6172730
1213,6212,5821690,6212,6173380
1213,6212,5821690,6212,6173380
1213,6212,5821690,6212,6174190
1213,6212,5821690,6212,6174510
1213,6212,5821690,6212,6175510
1213,6212,5821690,6212,6176510
1213,6212,5821690,6212,6177510
1213,6212,5821690,6212,6177830
1213,6212,5821690,6212,6178640
1213,6212,5821690,6212,6179450
1213,6212,5821690,6212,6180260
1213,6212,5821690,6212,6181260
1213,6212,5821690,6212,6182260
1213,6212,5821690,6212,6182730
1213,6212,5821690,6212,6183050
1213,6212,5821690,6212,6184050
1213,6212,5821850,6212,6184210
1213,6212,5821850,6212,6184680
1213,6212,5821850,6212,6185150
1213,6212,5821850,6212,6185620
1213,6212,5822010,6212,6185780
1213,6212,5822010,6212,6186780
1213,6212,5822010,6212,6187010
1213,6212,5822010,6212,6188010
1213,6212,5822010,6212,6189010
1213,6212,5822010,6212,6189330
1213,6212,5822010,6212,6190330
1213,6212,5822010,6212,6190800
1213,6212,5822330,6212,6191120
1213,6212,5822330,6212,6191590
1213,6212,5822330,6212,6192590
1213,6212,5822330,6212,6193590
1213,6212,5822330,6212,6194240
1213,6212,5822330,6212,6195240
1213,6212,5822330,6212,6196240
1213,6212,5822330,6212,6197240
1213,6212,5822330,6212,6198240
1213,6212,5822330,6212,6198710
1213,6212,5822330,6212,6199710
1213,6212,5822330,6212,6200180
1213,6212,5822330,6212,6200180
1213,6212,5822330,6212,6201180
1213,6212,5822330,6212,6201500
1213,6212,5822330,6212,6202500
1213,6212,5822330,6212,6203500
1213,6212,5822330,6212,6204500
1213,6212,5822330,6212,6205500
1213,6212,5822330,6212,6205970
1213,6212,5822330,6212,6206300
1213,6212,5822330,6212,6207300
1213,6212,5822330,6212,6208300
1213,6212,5822330,6212,6208620
1213,6212,5822330,6212,6208620
1213,6212,5822330,6212,6209430
1213,6212,5822330,6212,6210430
1213,6212,5822330,6212,6210430
1213,6212,5822330,6212,6211240
1213,6212,5822330,6212,6212050
1213,6212,5822330,6212,6212860
1213,6212,5822330,6212,6213510
1213,6212,5822330,6212,6214510
1213,6212,5822330,6212,6215510
1213,6212,5822330,6212,6216510
1213,6212,5822330,6212,6217160
1213,6212,5822330,6212,6217810
1213,6212,5822330,6212,6218280
1213,6212,5822330,6212,6219280
1213,6212,5822330,6212,6219750
1213,6212,5822330,6212,6220750
1213,6212,5822330,6212,6221750
1213,6212,5822330,6212,6221750
1213,6212,5822330,6212,6222220
1213,6212,5822330,6212,6223220
1213,6212,5822330,6212,6224220
1213,6212,5822330,6212,6224870
1213,6212,5822330,6212,6225680
1213,6212,5822330,6212,6226490
1213,6212,5822330,6212,6227490
1213,6212,5822330,6212,6228490
1213,6212,5822330,6212,6229300
1213,6212,5822330,6212,6229770
1213,6212,5822490,6212,6229930
1213,6212,5822490,6212,6230580
1213,6212,5822490,6212,6231580
1213,6212,5822490,6212,6232580
1213,6212,5822490,6212,6233580
1213,6212,5822490,6212,6234390
1213,6212,5822490,6212,6235390
1213,6212,5822490,6212,6236390
1213,6212,5822490,6212,6236980
1213,6212,5822490,6212,6237790
1213,6212,5822490,6212,6238790
1213,6212,5822490,6212,6239260
1213,6212,5822490,6212,6240260
1213,6212,5822490,6212,6241070
1213,6212,5822490,6212,6241720
1213,6212,5822490,6212,6242720
1213,6212,5822490,6212,6243720
1213,6212,5822490,6212,6243720
1213,6212,5822490,6212,6243720
1213,6212,5822490,6212,6245720
1213,6212,5822490,6212,6246720
1213,6212,5822490,6212,6247370
1213,6212,5822490,6212,6248370
1213,6212,5822490,6212,6249370
1213,6212,5822490,6212,6250370
1213,6212,5822490,6212,6250840
1213,6212,5822490,6212,6251840
1213,6212,5822490,6212,6252840
1213,6212,5822650,6212,6253000
1213,6212,5822650,6212,6254000
1213,6212,5822650,6212,6255000
1213,6212,5822650,6212,6256000
1213,6212,5822650,6212,6256810
1213,6212,5822650,6212,6257810
1213,6212,5822650,6212,6257810
1213,6212,5822650,6212,6258810
1213,6212,5822650,6212,6259620
1213,6212,5822650,6212,6260430
1213,6212,5822650,6212,6260430
1213,6212,5822650,6212,6260890
1213,6212,5822650,6212,6261890
1213,6212,5822650,6212,6262890
1213,6212,5822650,6212,6263700
1213,6212,5822650,6212,6264700
1213,6212,5822650,6212,6264920
1213,6212,5823650,6212,6265920
1213,6212,5823650,6212,6266920
1213,6212,5823650,6212,6267920
1213,6212,5823650,6212,6268730
1213,6212,5823650,6212,6269540
1213,6212,5823650,6212,6270540
1213,6212,5823650,6212,6271540
1213,6212,5823650,6212,6271860
1213,6212,5823650,6212,6272860
1213,6212,5823650,6212,6273510
1213,6212,5823650,6212,6274320
1213,6212,5823650,6212,6274790
1213,6212,5823650,6212,6275790
1213,6212,5823650,6212,6276790
1213,6212,5823650,6212,6277790
1213,6212,5823650,6212,6278790
1213,6212,5823650,6212,6279440
1213,6212,5823650,6212,6280440
1213,6212,5823650,6212,6281250
1213,6212,5823650,6212,6281570
1213,6212,5823650,6212,6282570
1213,6212,5823650,6212,6283570
1213,6212,5823650,6212,6284570
1213,6212,5823650,6212,6285570
1213,6212,5823650,6212,6286570
1213,6212,5823650,6212,6287040
1213,6212,5823650,6212,6288040
1213,6212,5823650,6212,6288360
1213,6212,5823650,6212,6289360
1213,6212,5823650,6212,6290360
1213,6212,5823650,6212,6291360
1213,6212,5823650,6212,6292360
1213,6212,5823650,6212,6293360
1213,6212,5823650,6212,6294010
1213,6212,5823810,6212,6294170
1213,6212,5823810,6212,6294980
1213,6212,5823810,6212,6295450
1213,6212,5823810,6212,6296450
1213,6212,5823810,6212,6297450
1213,6212,5823810,6212,6298260
1213,6212,5823810,6212,6299260
1213,6212,5823810,6212,6300070
1213,6212,5823810,6212,6300290
1213,6212,5823810,6212,6300610
1213,6212,5823810,6212,6301610
1213,6212,5823810,6212,6302610
1213,6212,5823810,6212,6302930
1213,6212,5823810,6212,6303740
1213,6212,5823810,6212,6304390
1213,6212,5823810,6212,6304390
1213,6212,5824810,6212,6305390
1213,6212,5824810,6212,6306390
1213,6212,5824810,6212,6307390
1213,6212,5824810,6212,6308390
1213,6212,5824810,6212,6308860
1213,6212,5824810,6212,6309860
1213,6212,5824810,6212,6310860
1213,6212,5824810,6212,6311080
1213,6212,5824810,6212,6312080
1213,6212,5824810,6212,6313080
1213,6212,5824810,6212,6313550
1213,6212,5824810,6212,6314140
1213,6212,5824810,6212,6314950
1213,6212,5824810,6212,6315760
1213,6212,5824810,6212,6316230
1213,6212,5824810,6212,6316460
1213,6212,5824810,6212,6317460
1213,6212,5825810,6212,6318460
1213,6212,5825810,6212,6319110
1213,6212,5825810,6212,6319660
1213,6212,5825810,6212,6320130
1213,6212,5825810,6212,6321130
1213,6212,5825810,6212,6321940
1213,6212,5825810,6212,6321940
1213,6212,5825810,6212,6322940
1213,6212,5825810,6212,6323940
1213,6212,5825810,6212,6324170
1213,6212,5825810,6212,6324490
1213,6212,5825810,6212,6324960
1213,6212,5825810,6212,6325280
1213,6212,5825810,6212,6326090
1213,6212,5825810,6212,6326900
1213,6212,5825810,6212,6327900
1213,6212,5825810,6212,6328710
1213,6212,5825810,6212,6329710
1213,6212,5825810,6212,6330710
1213,6212,5825810,6212,6331710
1213,6212,5825810,6212,6332710
1213,6212,5825810,6212,6333710
1213,6212,5825810,6212,6334520
1213,6212,5825810,6212,6334520
1213,6212,5825810,6212,6335520
1213,6212,5825810,6212,6335990
1213,6212,5825810,6212,6335990
1213,6212,5825810,6212,6336460
1213,6212,5825810,6212,6336920
1213,6212,5825810,6212,6337920
1213,6212,5825810,6212,6338920
1213,6212,5825810,6212,6339920
1213,6212,5825810,6212,6340390
1213,6212,5825810,6212,6341390
1213,6212,5825810,6212,6342390
1213,6212,5825810,6212,6342860
1213,6212,5825810,6212,6343670
1213,6212,5825810,6212,6344670
1213,6212,5825810,6212,6345480
1213,6212,5825810,6212,6346290
1213,6212,5825810,6212,6346290
1213,6212,5825810,6212,6347290
1213,6212,5825810,6212,6348290
1213,6212,5825810,6212,6349290
1213,6212,5825810,6212,6349760
1213,6212,5825810,6212,6350130
1213,6212,5825810,6212,6350940
1213,6212,5825810,6212,6351940
1213,6212,5825810,6212,6352750
1213,6212,5825810,6212,6353750
1213,6212,5825810,6212,6354750
1213,6212,5825810,6212,6355750
1213,6212,5825810,6212,6356220
1213,6212,5825810,6212,6357220
1213,6212,5825810,6212,6358220
1213,6212,5825810,6212,6359220
1213,6212,5825970,6212,6359380
1213,6212,5825970,6212,6360380
1213,6212,5825970,6212,6361190
1213,6212,5825970,6212,6361840
1213,6212,5826130,6212,6362000
1213,6212,5826130,6212,6363000
1213,6212,5826130,6212,6363000
1213,6212,5826130,6212,6364000
1213,6212,5826130,6212,6364470
1213,6212,5826130,6212,6365280
1213,6212,5826130,6212,6366280
1213,6212,5826130,6212,6366500
1213,6212,5826130,6212,6366970
1213,6212,5826130,6212,6367970
1213,6212,5826130,6212,6368520
1213,6212,5826130,6212,6369520
1213,6212,5826130,6212,6370520
1213,6212,5826130,6212,6370990
1213,6212,5826130,6212,6371990
1213,6212,5826450,6212,6372310
1213,6212,5826450,6212,6372780
1213,6212,5826450,6212,6373780
1213,6212,5826450,6212,6374430
1213,6212,5826450,6212,6375240
1213,6212,5826450,6212,6376050
1213,6212,5826450,6212,6376860
1213,6212,5826450,6212,6377860
1213,6212,5826450,6212,6378670
1213,6212,5826450,6212,6379480
1213,6212,5826450,6212,6379950
1213,6212,5826450,6212,6380410
1213,6212,5826450,6212,6380880
1213,6212,5826450,6212,6381880
1213,6212,5826450,6212,6382350
1213,6212,5826450,6212,6382820
1213,6212,5826450,6212,6383140
1213,6212,5826450,6212,6384140
1213,6212,5826450,6212,6384950
1213,6212,5826450,6212,6385420
1213,6212,5826450,6212,6389420
1213,6212,5826450,6212,6390420
1213,6212,5826450,6212,6391420
1213,6212,5826450,6212,6392420
1213,6212,5826450,6212,6393420
1213,6212,5826450,6212,6393890
1213,6212,5826450,6212,6394890
1213,6212,5826450,6212,6395890
1213,6212,5826450,6212,6396890
1213,6212,5826450,6212,6397890
1213,6212,5826450,6212,6398890
1213,6212,5826450,6212,6399360
1213,6212,5826610,6212,6399520
1213,6212,5826610,6212,6400520
1213,6212,5826610,6212,6400520
1213,6212,5826610,6212,6401170
1213,6212,5826610,6212,6402170
1213,6212,5826610,6212,6402980
1213,6212,5826610,6212,6403980
1213,6212,5826610,6212,6404980
1213,6212,5826610,6212,6405790
1213,6212,5826610,6212,6406790
1213,6212,5826610,6212,6407790
1213,6212,5826610,6212,6408790
1213,6212,5826610,6212,6409790
1213,6212,5826610,6212,6410790
1213,6212,5826610,6212,6411790
1213,6212,5826610,6212,6412260
1213,6212,5826610,6212,6413070
1213,6212,5826610,6212,6414070
1213,6212,5826610,6212,6414540
1213,6212,5826770,6212,6414700
1213,6212,5826770,6212,6415170
1213,6212,5826770,6212,6416170
1213,6212,5826770,6212,6417170
1213,6212,5826770,6212,6417980
1213,6212,5826770,6212,6418350
1213,6212,5826930,6212,6418510
1213,6212,5826930,6212,6418510
1213,6212,5826930,6212,6418740
1213,6212,5826930,6212,6419550
1213,6212,5826930,6212,6419870
1213,6212,5826930,6212,6420870
1213,6212,5826930,6212,6421680
1213,6212,5826930,6212,6422680
1213,6212,5826930,6212,6423680
1213,6212,5826930,6212,6424150
1213,6212,5826930,6212,6424380
1213,6212,5826930,6212,6424970
1213,6212,5826930,6212,6425970
1213,6212,5826930,6212,6426780
1213,6212,5826930,6212,6427780
1213,6212,5826930,6212,6428780
1213,6212,5826930,6212,6429250
1213,6212,5826930,6212,6430250
1213,6212,5826930,6212,6431060
1213,6212,5826930,6212,6432060
1213,6212,5826930,6212,6432870
1213,6212,5826930,6212,6433680
1213,6212,5826930,6212,6434680
1213,6212,5826930,6212,6435680
1213,6212,5826930,6212,6436680
1213,6212,5826930,6212,6437490
1213,6212,5826930,6212,6438490
1213,6212,5826930,6212,6439490
1213,6212,5826930,6212,6439950
1213,6212,5826930,6212,6440270
1213,6212,5826930,6212,6441080
1213,6212,5826930,6212,6441400
1213,6212,5826930,6212,6442400
1213,6212,5826930,6212,6443210
1213,6212,5826930,6212,6444210
1213,6212,5826930,6212,6445210
1213,6212,5826930,6212,6446210
1213,6212,5826930,6212,6447210
1213,6212,5826930,6212,6447210
1213,6212,5826930,6212,6448020
1213,6212,5827090,6212,6448180
1213,6212,5827090,6212,6449180
1213,6212,5827090,6212,6449830
1213,6212,5827090,6212,6450290
1213,6212,5827090,6212,6450610
1213,6212,5827090,6212,6451420
1213,6212,5827090,6212,6452420
1213,6212,5827090,6212,6453420
1213,6212,5827090,6212,6454230
1213,6212,5827090,6212,6454780
1213,6212,5827090,6212,6455780
1213,6212,5827090,6212,6456100
1213,6212,5827090,6212,6457100
1213,6212,5827090,6212,6458100
1213,6212,5827090,6212,6459100
1213,6212,5827090,6212,6460100
1213,6212,5827090,6212,6460570
1213,6212,5827090,6212,6461570
1213,6212,5827090,6212,6461800
1213,6212,5827090,6212,6462800
1213,6212,5827090,6212,6463130
1213,6212,5827090,6212,6464130
1213,6212,5827090,6212,6464600
1213,6212,5827090,6212,6465600
1213,6212,5827090,6212,6466600
1213,6212,5827090,6212,6467600
1213,6212,5827090,6212,6468250
1213,6212,5827090,6212,6468720
1213,6212,5827090,6212,6469720
1213,6212,5827090,6212,6470720
1213,6212,5827090,6212,6471720
1213,6212,5827090,6212,6472720
1213,6212,5827090,6212,6473190
1213,6212,5827090,6212,6474190
1213,6212,5827090,6212,6475190
1213,6212,5827090,6212,6475660
1213,6212,5827090,6212,6476470
1213,6212,5827250,6212,6476630
1213,6212,5827250,6212,6477090
1213,6212,5827250,6212,6477900
1213,6212,5827250,6212,6478900
1213,6212,5827250,6212,6479710
1213,6212,5827250,6212,6480710
1213,6212,5827250,6212,6481710
1213,6212,5827250,6212,6482520
1213,6212,5827250,6212,6482520
1213,6212,5827250,6212,6482990
1213,6212,5827250,6212,6483990
1213,6212,5827250,6212,6484220
1213,6212,5827250,6212,6485220
1213,6212,5827250,6212,6485690
1213,6212,5827250,6212,6486690
1213,6212,5827250,6212,6487690
1213,6212,5827250,6212,6487690
1213,6212,5827250,6212,6488690
1213,6212,5827250,6212,6489690
1213,6212,5827250,6212,6490160
1213,6212,5827250,6212,6491160
1213,6212,5827250,6212,6492160
1213,6212,5827250,6212,6492810
1213,6212,5827250,6212,6493810
1213,6212,5827250,6212,6494810
1213,6212,5827250,6212,6495810
1213,6212,5827250,6212,6496030
1213,6212,5827250,6212,6497030
1213,6212,5827250,6212,6498030
1213,6212,5827250,6212,6499030
1213,6212,5827250,6212,6499350
1213,6212,5827250,6212,6500350
1213,6212,5827250,6212,6501350
1213,6212,5827250,6212,6502350
1213,6212,5827250,6212,6502580
1213,6212,5827250,6212,6503580
1213,6212,5827250,6212,6504580
1213,6212,5827250,6212,6505050
1213,6212,5827250,6212,6505510
1213,6212,5827250,6212,6506510
1213,6212,5827250,6212,6506970
1213,6212,5827250,6212,6507970
1213,6212,5827250,6212,6508970
1213,6212,5827250,6212,6509780
1213,6212,5827250,6212,6510780
1213,6212,5827250,6212,6511250
1213,6212,5827250,6212,6512250
1213,6212,5827250,6212,6520250
1213,6212,5827250,6212,6520250
1213,6212,5827250,6212,6520710
1213,6212,5827250,6212,6521520
1213,6212,5827250,6212,6522170
1213,6212,5827250,6212,6522980
1213,6212,5827250,6212,6523450
1213,6212,5827250,6212,6524450
1213,6212,5827250,6212,6525450
1213,6212,5827250,6212,6525450
1213,6212,5827250,6212,6526450
1213,6212,5827250,6212,6526770
1213,6212,5827250,6212,6527770
1213,6212,5827250,6212,6527770
1213,6212,5827250,6212,6528580
1213,6212,5827250,6212,6529580
1213,6212,5827250,6212,6530580
1213,6212,5827250,6212,6531050
1213,6212,5827250,6212,6531370
1213,6212,5827250,6212,6532370
1213,6212,5827250,6212,6532830
1213,6212,5827250,6212,6533300
1213,6212,5827250,6212,6533520
1213,6212,5827250,6212,6534520
1213,6212,5827250,6212,6535520
1213,6212,5827250,6212,6536520
1213,6212,5827250,6212,6536990
1213,6212,5827250,6212,6537990
1213,6212,5827250,6212,6538990
1213,6212,5827250,6212,6539990
1213,6212,5827250,6212,6540990
1213,6212,5827250,6212,6541310
1213,6212,5827250,6212,6542310
1213,6212,5827250,6212,6542310
1213,6212,5827250,6212,6543310
1213,6212,5827250,6212,6544310
1213,6212,5827250,6212,6544780
1213,6212,5827250,6212,6545780
1213,6212,5827250,6212,6546250
1213,6212,5827250,6212,6546840
1213,6212,5827250,6212,6547650
1213,6212,5827250,6212,6548650
1213,6212,5827250,6212,6549120
1213,6212,5827250,6212,6549930
1213,6212,5827250,6212,6550400
1213,6212,5827250,6212,6551210
1213,6212,5827250,6212,6552020
1213,6212,5827250,6212,6552490
1213,6212,5827250,6212,6552960
1213,6212,5827250,6212,6553430
1213,6212,5827250,6212,6554430
1213,6212,5827250,6212,6555080
1213,6212,5827250,6212,6555550
1213,6212,5827250,6212,6556550
1213,6212,5827250,6212,6557200
1213,6212,5827250,6212,6557660
1213,6212,5827250,6212,6557890
1213,6212,5827250,6212,6558890
1213,6212,5827250,6212,6559700
1213,6212,5827250,6212,6560700
1213,6212,5827250,6212,6561700
1213,6212,5827250,6212,6562160
1213,6212,5827250,6212,6563160
1213,6212,5827250,6212,6563630
1213,6212,5827250,6212,6563630
1213,6212,5827250,6212,6564630
1213,6212,5827250,6212,6564950
1213,6212,5827250,6212,6565950
1213,6212,5827300,6212,6566000
1213,6212,5827300,6212,6566320
1213,6212,5827300,6212,6567320
1213,6212,5827300,6212,6568320
1213,6212,5827300,6212,6568780
1213,6212,5827300,6212,6569590
1213,6212,5827300,6212,6570060
1213,6212,5827300,6212,6570650
1213,6212,5827300,6212,6571460
1213,6212,5827300,6212,6572460
1213,6212,5827300,6212,6573460
1213,6212,5827300,6212,6574460
1213,6212,5827300,6212,6575460
1213,6212,5827300,6212,6576460
1213,6212,5827300,6212,6577460
1213,6212,5827300,6212,6578270
1213,6212,5827300,6212,6579080
1213,6212,5827300,6212,6579730
1213,6212,5827300,6212,6580730
1213,6212,5827300,6212,6581730
1213,6212,5827300,6212,6582730
1213,6212,5827300,6212,6583730
1213,6212,5827300,6212,6584730
1213,6212,5827300,6212,6585730
1213,6212,5827300,6212,6586730
1213,6212,5827300,6212,6586730
1213,6212,5827300,6212,6587730
1213,6212,5827300,6212,6588100
1213,6212,5827300,6212,6588580
1213,6212,5827300,6212,6589580
1213,6212,5827300,6212,6590580
1213,6212,5827300,6212,6591040
1213,6212,5827300,6212,6591850
1213,6212,5827300,6212,6592850
1213,6212,5827300,6212,6593850
1213,6212,5827300,6212,6594400
1213,6212,5827300,6212,6594720
1213,6212,5827300,6212,6595530
1213,6212,5827300,6212,6596530
1213,6212,5827300,6212,6597000
1213,6212,5827300,6212,6597470
1213,6212,5827300,6212,6598470
1213,6212,5827300,6212,6599470
1213,6212,5827300,6212,6600470
1213,6212,5827300,6212,6601470
1213,6212,5827300,6212,6602470
1213,6212,5827300,6212,6603280
1213,6212,5827300,6212,6604090
1213,6212,5827300,6212,6604900
1213,6212,5827300,6212,6605710
1213,6212,5827300,6212,6606520
1213,6212,5827300,6212,6607110
1213,6212,5827300,6212,6608110
1213,6212,5827300,6212,6609110
1213,6212,5827300,6212,6609580
1213,6212,5827300,6212,6610580
1213,6212,5827300,6212,6610580
1213,6212,5827300,6212,6611580
1213,6212,5827300,6212,6612390
1213,6212,5827300,6212,6613390
1213,6212,5827300,6212,6613710
1213,6212,5827300,6212,6614710
1213,6212,5827300,6212,6615710
1213,6212,5827300,6212,6616710
1213,6212,5827300,6212,6617360
1213,6212,5827300,6212,6617830
1213,6212,5827300,6212,6618150
1213,6212,5827300,6212,6619150
1213,6212,5827300,6212,6619150
1213,6212,5827300,6212,6620150
1213,6212,5827300,6212,6621150
1213,6212,5827300,6212,6621620
1213,6212,5827300,6212,6622430
1213,6212,5827300,6212,6623430
1213,6212,5827300,6212,6624240
1213,6212,5827300,6212,6625240
1213,6212,5827300,6212,6626240
1213,6212,5827300,6212,6627240
1213,6212,5827300,6212,6628050
1213,6212,5827300,6212,6628520
1213,6212,5827300,6212,6629520
1213,6212,5827300,6212,6630520
1213,6212,5827300,6212,6631520
1213,6212,5827300,6212,6632520
1213,6212,5827300,6212,6633520
1213,6212,5827300,6212,6633520
1213,6212,5827300,6212,6634520
1213,6212,5827300,6212,6634740
1213,6212,5827300,6212,6635060
1213,6212,5827300,6212,6636060
1213,6212,5827300,6212,6636870
1213,6212,5827300,6212,6637420
1213,6212,5827300,6212,6638420
1213,6212,5827300,6212,6639420
1213,6212,5827300,6212,6639890
1213,6212,5827300,6212,6640360
1213,6212,5827300,6212,6641360
1213,6212,5827300,6212,6642360
1213,6212,5827300,6212,6643360
1213,6212,5827300,6212,6643830
1213,6212,5827300,6212,6644480
1213,6212,5827300,6212,6645480
1213,6212,5827300,6212,6646480
1213,6212,5827300,6212,6647130
1213,6212,5827300,6212,6648130
1213,6212,5827300,6212,6648360
1213,6212,5827300,6212,6649170
1213,6212,5827300,6212,6650170
1213,6212,5827300,6212,6651170
1213,6212,5827300,6212,6652170
1213,6212,5827300,6212,6653170
1213,6212,5827300,6212,6653640
1213,6212,5827300,6212,6654640
1213,6212,5827300,6212,6655640
1213,6212,5827300,6212,6656640
1213,6212,5827300,6212,6657640
1213,6212,5827300,6212,6658450
1213,6212,5827300,6212,6659450
1213,6212,5827300,6212,6660450
1213,6212,5827300,6212,6661450
1213,6212,5827300,6212,6662450
1213,6212,5827300,6212,6662920
1213,6212,5827300,6212,6663920
1213,6212,5827300,6212,6664730
1213,6212,5827300,6212,6665200
1213,6212,5827300,6212,6669200
1213,6212,5827300,6212,6669570
1213,6212,5827300,6212,6670380
1213,6212,5827300,6212,6671380
1213,6212,5827300,6212,6672190
1213,6212,5827300,6212,6673190
1213,6212,5827300,6212,6674000
1213,6212,5827300,6212,6674000
1213,6212,5827300,6212,6675000
1213,6212,5827300,6212,6676000
1213,6212,5827300,6212,6677000
1213,6212,5827300,6212,6677470
1213,6212,5827300,6212,6678120
1213,6212,5827300,6212,6686120
1213,6212,5827300,6212,6686710
1213,6212,5827300,6212,6687180
1213,6212,5827300,6212,6687180
1213,6212,5827300,6212,6688180
1213,6212,5827300,6212,6688990
1213,6212,5827300,6212,6689460
