ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1213,6212,5350060,6212,5998150
1213,6212,5350380,6212,5998470
1213,6212,5350850,6212,5998940
1213,6212,5350850,6212,5999940
1213,6212,5350850,6212,5999940
1213,6212,5350850,6212,5999940
1213,6212,5350850,6212,6000940
1213,6212,5350850,6212,6001750
1213,6212,5350850,6212,6001750
1213,6212,5350850,6212,6001750
1213,6212,5351320,6212,6002220
1213,6212,5351790,6212,6002690
1213,6212,5351790,6212,6003500
1213,6212,5352340,6212,6004050
1213,6212,5352340,6212,6004860
1213,6212,5352340,6212,6005670
1213,6212,5352450,6212,6005780
1213,6212,5353100,6212,6006430
1213,6212,5353100,6212,6007240
1213,6212,5353100,6212,6008240
1213,6212,5354100,6212,6009240
1213,6212,5354100,6212,6010240
1213,6212,5354100,6212,6011240
1213,6212,5354100,6212,6012240
1213,6212,5354100,6212,6013240
1213,6212,5354570,6212,6013710
1213,6212,5354570,6212,6014710
1213,6212,5354570,6212,6014710
1213,6212,5354570,6212,6015710
1213,6212,5354570,6212,6016710
1213,6212,5354890,6212,6017030
1213,6212,5355360,6212,6017500
1213,6212,5355360,6212,6018500
1213,6212,5355360,6212,6019500
1213,6212,5355580,6212,6019720
1213,6212,5355580,6212,6020720
1213,6212,5355580,6212,6021720
1213,6212,5355580,6212,6022720
1213,6212,5356050,6212,6023190
1213,6212,5356050,6212,6023190
1213,6212,5356050,6212,6024190
1213,6212,5356050,6212,6024840
1213,6212,5356050,6212,6025650
1213,6212,5356050,6212,6026460
1213,6212,5356370,6212,6026780
1213,6212,5356370,6212,6027780
1213,6212,5356370,6212,6028780
1213,6212,5356960,6212,6029370
1213,6212,5357280,6212,6029690
1213,6212,5357280,6212,6030690
1213,6212,5357280,6212,6031690
1213,6212,5357280,6212,6032690
1213,6212,5357280,6212,6033690
1213,6212,5357280,6212,6034690
1213,6212,5357280,6212,6035690
1213,6212,5357280,6212,6036690
1213,6212,5357280,6212,6037690
1213,6212,5357280,6212,6038690
1213,6212,5357280,6212,6039690
1213,6212,5357280,6212,6040690
1213,6212,5357280,6212,6041500
1213,6212,5357280,6212,6041500
1213,6212,5357280,6212,6042500
1213,6212,5357280,6212,6043310
1213,6212,5357280,6212,6044310
1213,6212,5357280,6212,6045310
1213,6212,5357280,6212,6046120
1213,6212,5357280,6212,6047120
1213,6212,5357280,6212,6047120
1213,6212,5357280,6212,6055120
1213,6212,5357280,6212,6055120
1213,6212,5357280,6212,6056120
1213,6212,5357280,6212,6057120
1213,6212,5357280,6212,6058120
1213,6212,5357280,6212,6059120
1213,6212,5357280,6212,6060120
1213,6212,5357280,6212,6061120
1213,6212,5357280,6212,6062120
1213,6212,5357750,6212,6062590
1213,6212,5357750,6212,6063400
1213,6212,5357750,6212,6064400
1213,6212,5358070,6212,6064720
1213,6212,5358070,6212,6065720
1213,6212,5358070,6212,6066530
1213,6212,5358070,6212,6067530
1213,6212,5358070,6212,6068340
1213,6212,5358070,6212,6068340
1213,6212,5358070,6212,6068340
1213,6212,5358070,6212,6069340
1213,6212,5358540,6212,6069810
1213,6212,5358540,6212,6070460
1213,6212,5359000,6212,6070920
1213,6212,5359320,6212,6071240
1213,6212,5359320,6212,6071240
1213,6212,5359320,6212,6072240
1213,6212,5359790,6212,6072710
1213,6212,5359790,6212,6073520
1213,6212,5359790,6212,6074520
1213,6212,5360380,6212,6075110
1213,6212,5360380,6212,6076110
1213,6212,5360380,6212,6076110
1213,6212,5360380,6212,6077110
1213,6212,5360380,6212,6078110
1213,6212,5360850,6212,6078580
1213,6212,5360850,6212,6079580
1213,6212,5361440,6212,6080170
1213,6212,5361910,6212,6080640
1213,6212,5361910,6212,6081640
1213,6212,5361910,6212,6082450
1213,6212,5361910,6212,6083450
1213,6212,5361910,6212,6084450
1213,6212,5362380,6212,6084920
1213,6212,5362380,6212,6085730
1213,6212,5362750,6212,6086100
1213,6212,5363220,6212,6086570
1213,6212,5363450,6212,6086800
1213,6212,5363450,6212,6087800
1213,6212,5363920,6212,6088270
1213,6212,5363920,6212,6089270
1213,6212,5363920,6212,6090270
1213,6212,5363920,6212,6091080
1213,6212,5364240,6212,6091400
1213,6212,5364240,6212,6092400
1213,6212,5364240,6212,6093400
1213,6212,5364710,6212,6093870
1213,6212,5364710,6212,6094870
1213,6212,5365180,6212,6095340
1213,6212,5365500,6212,6095660
1213,6212,5365500,6212,6096470
1213,6212,5365730,6212,6096700
1213,6212,5365730,6212,6097700
1213,6212,5366190,6212,6098160
1213,6212,5366190,6212,6098160
1213,6212,5366190,6212,6099160
1213,6212,5366190,6212,6100160
1213,6212,5366660,6212,6100630
1213,6212,5367130,6212,6101100
1213,6212,5367130,6212,6102100
1213,6212,5367130,6212,6103100
1213,6212,5367290,6212,6103260
1213,6212,5367290,6212,6103260
1213,6212,5367290,6212,6104260
1213,6212,5367290,6212,6105260
1213,6212,5367290,6212,6106260
1213,6212,5367290,6212,6107070
1213,6212,5367290,6212,6108070
1213,6212,5367290,6212,6108720
1213,6212,5367610,6212,6109040
1213,6212,5367610,6212,6110040
1213,6212,5367930,6212,6110360
1213,6212,5368160,6212,6110590
1213,6212,5368160,6212,6111240
1213,6212,5368390,6212,6111470
1213,6212,5368390,6212,6112470
1213,6212,5368390,6212,6112470
1213,6212,5368390,6212,6113470
1213,6212,5368390,6212,6114470
1213,6212,5368390,6212,6115280
1213,6212,5368390,6212,6116280
1213,6212,5368390,6212,6117280
1213,6212,5368390,6212,6118090
1213,6212,5368390,6212,6118090
1213,6212,5368390,6212,6118090
1213,6212,5368390,6212,6118740
1213,6212,5368860,6212,6119210
1213,6212,5368860,6212,6120210
1213,6212,5368860,6212,6121210
1213,6212,5368860,6212,6122210
1213,6212,5368860,6212,6123020
1213,6212,5369230,6212,6123390
1213,6212,5369550,6212,6123710
1213,6212,5369550,6212,6124710
1213,6212,5370010,6212,6125170
1213,6212,5370010,6212,6126170
1213,6212,5370010,6212,6127170
1213,6212,5370010,6212,6128170
1213,6212,5370600,6212,6128760
1213,6212,5370600,6212,6129760
1213,6212,5370600,6212,6130760
1213,6212,5370600,6212,6131760
1213,6212,5370600,6212,6132760
1213,6212,5370600,6212,6133760
1213,6212,5370600,6212,6133760
1213,6212,5370600,6212,6134760
1213,6212,5370970,6212,6135130
1213,6212,5370970,6212,6136130
1213,6212,5370970,6212,6137130
1213,6212,5370970,6212,6138130
1213,6212,5371290,6212,6138450
1213,6212,5371290,6212,6139450
1213,6212,5371290,6212,6140450
1213,6212,5371290,6212,6141260
1213,6212,5371290,6212,6141260
1213,6212,5371290,6212,6142260
1213,6212,5371290,6212,6143260
1213,6212,5371290,6212,6144260
1213,6212,5371290,6212,6145260
1213,6212,5371290,6212,6146260
1213,6212,5371290,6212,6147260
1213,6212,5371290,6212,6148260
1213,6212,5371940,6212,6148910
1213,6212,5371940,6212,6149560
1213,6212,5371940,6212,6150560
1213,6212,5371940,6212,6158560
1213,6212,5372400,6212,6159020
1213,6212,5372400,6212,6159830
1213,6212,5372400,6212,6160640
1213,6212,5372400,6212,6161640
1213,6212,5372400,6212,6161640
1213,6212,5372400,6212,6162450
1213,6212,5372400,6212,6163450
1213,6212,5372400,6212,6164450
1213,6212,5372400,6212,6165450
1213,6212,5372400,6212,6166450
1213,6212,5372400,6212,6167450
1213,6212,5372400,6212,6168450
1213,6212,5372870,6212,6168920
1213,6212,5372870,6212,6169920
1213,6212,5373190,6212,6170240
1213,6212,5373510,6212,6170560
1213,6212,5374100,6212,6171150
1213,6212,5374100,6212,6171960
1213,6212,5374100,6212,6172960
1213,6212,5374100,6212,6173960
1213,6212,5374100,6212,6174960
1213,6212,5374100,6212,6175960
1213,6212,5374100,6212,6175960
1213,6212,5374100,6212,6175960
1213,6212,5374100,6212,6176960
1213,6212,5374100,6212,6177770
1213,6212,5374330,6212,6178000
1213,6212,5374330,6212,6178810
1213,6212,5374550,6212,6179030
1213,6212,5374710,6212,6179190
1213,6212,5375180,6212,6179660
1213,6212,5375180,6212,6180470
1213,6212,5375180,6212,6181470
1213,6212,5375180,6212,6181470
1213,6212,5375180,6212,6182470
1213,6212,5375180,6212,6182470
1213,6212,5375180,6212,6183470
1213,6212,5375180,6212,6184470
1213,6212,5375180,6212,6185470
1213,6212,5375180,6212,6186280
1213,6212,5375180,6212,6187280
1213,6212,5375180,6212,6188280
1213,6212,5375180,6212,6189280
1213,6212,5375180,6212,6190280
1213,6212,5375400,6212,6190500
1213,6212,5375400,6212,6191500
1213,6212,5375400,6212,6192500
1213,6212,5375870,6212,6192970
1213,6212,5375870,6212,6193970
1213,6212,5376100,6212,6194200
1213,6212,5376100,6212,6194200
1213,6212,5376100,6212,6194200
1213,6212,5376100,6212,6195200
1213,6212,5376100,6212,6196200
1213,6212,5376100,6212,6196670
1213,6212,5376100,6212,6197480
1213,6212,5376100,6212,6197480
1213,6212,5376100,6212,6197480
1213,6212,5376100,6212,6197950
1213,6212,5376100,6212,6198950
1213,6212,5376100,6212,6199760
1213,6212,5376100,6212,6200760
1213,6212,5376100,6212,6201760
1213,6212,5376100,6212,6202760
1213,6212,5376100,6212,6202760
1213,6212,5376100,6212,6203760
1213,6212,5376100,6212,6204760
1213,6212,5376100,6212,6205760
1213,6212,5376100,6212,6206570
1213,6212,5376100,6212,6207570
1213,6212,5376330,6212,6207800
1213,6212,5376330,6212,6208800
1213,6212,5376330,6212,6209800
1213,6212,5376650,6212,6210120
1213,6212,5376650,6212,6210930
1213,6212,5376650,6212,6211740
1213,6212,5376650,6212,6212740
1213,6212,5376650,6212,6213550
1213,6212,5376920,6212,6213820
1213,6212,5376920,6212,6213820
1213,6212,5376920,6212,6214470
1213,6212,5376920,6212,6215280
1213,6212,5376920,6212,6215280
1213,6212,5376920,6212,6216280
1213,6212,5376920,6212,6217280
1213,6212,5376920,6212,6218280
1213,6212,5376920,6212,6219280
1213,6212,5376920,6212,6220280
1213,6212,5377080,6212,6220440
1213,6212,5377080,6212,6221440
1213,6212,5377080,6212,6222440
1213,6212,5377080,6212,6223440
1213,6212,5377080,6212,6224440
1213,6212,5377080,6212,6225440
1213,6212,5377080,6212,6226440
1213,6212,5377080,6212,6227440
1213,6212,5377080,6212,6228250
1213,6212,5377080,6212,6229060
1213,6212,5377080,6212,6229710
1213,6212,5377080,6212,6230710
1213,6212,5377080,6212,6231520
1213,6212,5377080,6212,6232520
1213,6212,5377080,6212,6232520
1213,6212,5377300,6212,6232740
1213,6212,5377300,6212,6233740
1213,6212,5377850,6212,6234290
1213,6212,5377850,6212,6234760
1213,6212,5377850,6212,6235760
1213,6212,5377850,6212,6236760
1213,6212,5377850,6212,6237760
1213,6212,5377850,6212,6238760
1213,6212,5378170,6212,6239080
1213,6212,5378170,6212,6239550
1213,6212,5378170,6212,6240550
1213,6212,5378170,6212,6241550
1213,6212,5378170,6212,6241550
1213,6212,5378170,6212,6242550
1213,6212,5378170,6212,6243550
1213,6212,5378170,6212,6244550
1213,6212,5378170,6212,6245550
1213,6212,5378170,6212,6246550
1213,6212,5378170,6212,6247020
1213,6212,5378280,6212,6247130
1213,6212,5378280,6212,6248130
1213,6212,5378280,6212,6248940
1213,6212,5378280,6212,6249750
1213,6212,5378510,6212,6249980
1213,6212,5378510,6212,6250630
1213,6212,5379060,6212,6251180
1213,6212,5379060,6212,6251180
1213,6212,5379060,6212,6251180
1213,6212,5379060,6212,6252180
1213,6212,5379060,6212,6252650
1213,6212,5379060,6212,6253650
1213,6212,5379060,6212,6253650
1213,6212,5379060,6212,6253650
1213,6212,5379060,6212,6254650
1213,6212,5379060,6212,6255460
1213,6212,5379060,6212,6256460
1213,6212,5379060,6212,6257270
1213,6212,5379060,6212,6258270
1213,6212,5379060,6212,6259270
1213,6212,5379060,6212,6259740
1213,6212,5379060,6212,6260740
1213,6212,5379060,6212,6261550
1213,6212,5379060,6212,6262020
1213,6212,5379060,6212,6263020
1213,6212,5379060,6212,6263020
1213,6212,5379290,6212,6263250
1213,6212,5379290,6212,6263720
1213,6212,5379290,6212,6264530
1213,6212,5379290,6212,6265530
1213,6212,5379290,6212,6265530
1213,6212,5379290,6212,6266530
1213,6212,5379290,6212,6267530
1213,6212,5379290,6212,6268180
1213,6212,5379290,6212,6268650
1213,6212,5379660,6212,6269020
1213,6212,5379660,6212,6270020
1213,6212,5379660,6212,6271020
1213,6212,5379660,6212,6272020
1213,6212,5379660,6212,6273020
1213,6212,5379660,6212,6274020
1213,6212,5380030,6212,6274390
1213,6212,5380030,6212,6275040
1213,6212,5380030,6212,6275510
1213,6212,5380030,6212,6276510
1213,6212,5380030,6212,6277320
1213,6212,5380030,6212,6278320
1213,6212,5380030,6212,6278790
1213,6212,5380030,6212,6279790
1213,6212,5380030,6212,6280790
1213,6212,5380030,6212,6281790
1213,6212,5380030,6212,6281790
1213,6212,5380030,6212,6282790
1213,6212,5380030,6212,6283790
1213,6212,5380030,6212,6284790
1213,6212,5380030,6212,6285260
1213,6212,5380030,6212,6286070
1213,6212,5380030,6212,6287070
1213,6212,5380190,6212,6287230
1213,6212,5380190,6212,6288230
1213,6212,5380190,6212,6289230
1213,6212,5380190,6212,6289230
1213,6212,5380650,6212,6289690
1213,6212,5380650,6212,6290690
1213,6212,5380650,6212,6291500
1213,6212,5380650,6212,6292500
1213,6212,5380650,6212,6293500
1213,6212,5380650,6212,6293970
1213,6212,5380650,6212,6294440
1213,6212,5380650,6212,6295250
1213,6212,5380650,6212,6296250
1213,6212,5380650,6212,6296720
1213,6212,5380650,6212,6297720
1213,6212,5380650,6212,6298720
1213,6212,5380650,6212,6299720
1213,6212,5380650,6212,6300530
1213,6212,5380650,6212,6301530
1213,6212,5380650,6212,6302530
1213,6212,5380650,6212,6303530
1213,6212,5380650,6212,6304530
1213,6212,5380650,6212,6304530
1213,6212,5380650,6212,6305180
1213,6212,5380650,6212,6305650
1213,6212,5380650,6212,6306460
1213,6212,5380650,6212,6307460
1213,6212,5380650,6212,6307930
1213,6212,5380970,6212,6308250
1213,6212,5380970,6212,6309250
1213,6212,5380970,6212,6309720
1213,6212,5380970,6212,6310720
1213,6212,5380970,6212,6311530
1213,6212,5380970,6212,6312530
1213,6212,5380970,6212,6313340
1213,6212,5380970,6212,6313810
1213,6212,5380970,6212,6314810
1213,6212,5380970,6212,6315280
1213,6212,5380970,6212,6316280
1213,6212,5380970,6212,6317280
1213,6212,5380970,6212,6317280
1213,6212,5380970,6212,6318280
1213,6212,5380970,6212,6319280
1213,6212,5380970,6212,6320090
1213,6212,5380970,6212,6321090
1213,6212,5380970,6212,6321560
1213,6212,5380970,6212,6322370
1213,6212,5380970,6212,6323370
1213,6212,5380970,6212,6323370
1213,6212,5380970,6212,6324370
1213,6212,5380970,6212,6324370
1213,6212,5380970,6212,6324370
1213,6212,5381200,6212,6324600
1213,6212,5381200,6212,6325070
1213,6212,5381200,6212,6326070
1213,6212,5381200,6212,6326880
1213,6212,5381200,6212,6327880
1213,6212,5381200,6212,6328690
1213,6212,5381200,6212,6329690
1213,6212,5381200,6212,6330340
1213,6212,5381200,6212,6331340
1213,6212,5381200,6212,6331340
1213,6212,5381200,6212,6332150
1213,6212,5381200,6212,6333150
1213,6212,5381200,6212,6334150
1213,6212,5381200,6212,6335150
1213,6212,5381200,6212,6336150
1213,6212,5381200,6212,6336960
1213,6212,5381520,6212,6337280
1213,6212,5381520,6212,6338090
1213,6212,5381520,6212,6338740
1213,6212,5381890,6212,6339110
1213,6212,5382050,6212,6339270
1213,6212,5382510,6212,6339730
1213,6212,5382510,6212,6340730
1213,6212,5382510,6212,6340730
1213,6212,5382510,6212,6341540
1213,6212,5382510,6212,6342540
1213,6212,5382510,6212,6343540
1213,6212,5382510,6212,6344540
1213,6212,5382510,6212,6345540
1213,6212,5383100,6212,6346130
1213,6212,5383100,6212,6346130
1213,6212,5383100,6212,6346130
1213,6212,5383260,6212,6346290
1213,6212,5383260,6212,6347290
1213,6212,5383260,6212,6347760
1213,6212,5383260,6212,6348230
1213,6212,5383260,6212,6349230
1213,6212,5383260,6212,6349230
1213,6212,5383260,6212,6349700
1213,6212,5383260,6212,6350700
1213,6212,5383260,6212,6351700
1213,6212,5383490,6212,6351930
1213,6212,5383490,6212,6351930
1213,6212,5383490,6212,6352740
1213,6212,5383490,6212,6353740
1213,6212,5383490,6212,6354740
1213,6212,5383490,6212,6355550
1213,6212,5383490,6212,6356550
1213,6212,5383490,6212,6357550
1213,6212,5383490,6212,6358020
1213,6212,5383490,6212,6358020
1213,6212,5383490,6212,6359020
1213,6212,5383490,6212,6359020
1213,6212,5383490,6212,6359490
1213,6212,5383490,6212,6360300
1213,6212,5383490,6212,6361300
1213,6212,5383490,6212,6361300
1213,6212,5383490,6212,6362300
1213,6212,5383490,6212,6363300
1213,6212,5383490,6212,6363300
1213,6212,5383490,6212,6364300
1213,6212,5383860,6212,6364670
1213,6212,5383860,6212,6365670
1213,6212,5383860,6212,6366140
1213,6212,5383860,6212,6366950
1213,6212,5383860,6212,6367950
1213,6212,5383860,6212,6368420
1213,6212,5384320,6212,6368880
1213,6212,5384320,6212,6368880
1213,6212,5384320,6212,6368880
1213,6212,5384320,6212,6369350
1213,6212,5384320,6212,6370350
1213,6212,5384320,6212,6370820
1213,6212,5384320,6212,6371630
1213,6212,5384320,6212,6372280
1213,6212,5384320,6212,6372750
1213,6212,5384320,6212,6373220
1213,6212,5384320,6212,6373690
1213,6212,5384320,6212,6374690
1213,6212,5384320,6212,6375690
1213,6212,5384320,6212,6376500
1213,6212,5384320,6212,6377500
1213,6212,5384320,6212,6378500
1213,6212,5384320,6212,6378970
1213,6212,5384640,6212,6379290
1213,6212,5384640,6212,6380100
1213,6212,5384640,6212,6381100
1213,6212,5385100,6212,6381560
1213,6212,5385100,6212,6381560
1213,6212,5385100,6212,6382210
1213,6212,5385100,6212,6382210
1213,6212,5385100,6212,6383210
1213,6212,5385100,6212,6383860
1213,6212,5385100,6212,6384670
1213,6212,5385100,6212,6385670
1213,6212,5385100,6212,6386670
1213,6212,5385100,6212,6387140
1213,6212,5385100,6212,6388140
1213,6212,5385100,6212,6389140
1213,6212,5385100,6212,6389610
1213,6212,5385100,6212,6390610
1213,6212,5385100,6212,6391610
1213,6212,5385100,6212,6391610
1213,6212,5385100,6212,6392080
1213,6212,5385330,6212,6392310
1213,6212,5385330,6212,6393310
1213,6212,5385330,6212,6394310
1213,6212,5385330,6212,6395310
1213,6212,5385330,6212,6396310
1213,6212,5385330,6212,6397310
1213,6212,5385650,6212,6397630
1213,6212,5385650,6212,6398630
1213,6212,5385650,6212,6399440
1213,6212,5385650,6212,6400440
1213,6212,5385970,6212,6400760
1213,6212,5385970,6212,6401570
1213,6212,5385970,6212,6402570
1213,6212,5385970,6212,6402570
1213,6212,5385970,6212,6403040
1213,6212,5385970,6212,6404040
1213,6212,5385970,6212,6405040
1213,6212,5385970,6212,6406040
1213,6212,5385970,6212,6406040
1213,6212,5385970,6212,6407040
1213,6212,5385970,6212,6408040
1213,6212,5385970,6212,6408690
1213,6212,5385970,6212,6408690
1213,6212,5385970,6212,6409690
1213,6212,5385970,6212,6410690
1213,6212,5385970,6212,6411690
1213,6212,5385970,6212,6412500
1213,6212,5385970,6212,6413500
1213,6212,5385970,6212,6414500
1213,6212,5386430,6212,6414960
1213,6212,5386430,6212,6415770
1213,6212,5386430,6212,6415770
1213,6212,5386430,6212,6416770
1213,6212,5386430,6212,6417240
1213,6212,5386870,6212,6417680
1213,6212,5386870,6212,6418490
1213,6212,5386870,6212,6419490
1213,6212,5386870,6212,6420490
1213,6212,5386870,6212,6421490
1213,6212,5387240,6212,6421860
1213,6212,5387240,6212,6422330
1213,6212,5387240,6212,6423330
1213,6212,5387240,6212,6424330
1213,6212,5387240,6212,6425330
1213,6212,5387240,6212,6425330
1213,6212,5387240,6212,6426330
1213,6212,5387240,6212,6426800
1213,6212,5387240,6212,6427800
1213,6212,5387240,6212,6428800
1213,6212,5387240,6212,6429800
1213,6212,5387240,6212,6430800
1213,6212,5387240,6212,6431800
1213,6212,5387240,6212,6432800
1213,6212,5387240,6212,6433800
1213,6212,5387240,6212,6434800
1213,6212,5387240,6212,6435270
1213,6212,5387570,6212,6435600
1213,6212,5387570,6212,6435600
1213,6212,5387570,6212,6436250
1213,6212,5388120,6212,6436800
1213,6212,5388120,6212,6437800
1213,6212,5388710,6212,6438390
1213,6212,5388710,6212,6439200
1213,6212,5388710,6212,6440200
1213,6212,5388710,6212,6440670
1213,6212,5389030,6212,6440990
1213,6212,5389030,6212,6440990
1213,6212,5389030,6212,6441990
1213,6212,5389030,6212,6442990
1213,6212,5389030,6212,6443990
1213,6212,5389030,6212,6444640
1213,6212,5389350,6212,6444960
1213,6212,5389350,6212,6445960
1213,6212,5389350,6212,6445960
1213,6212,5389350,6212,6445960
1213,6212,5389350,6212,6446770
1213,6212,5389720,6212,6447140
1213,6212,5389720,6212,6448140
1213,6212,5389720,6212,6448140
1213,6212,5389950,6212,6448370
1213,6212,5389950,6212,6449370
1213,6212,5389950,6212,6450180
1213,6212,5389950,6212,6451180
1213,6212,5390180,6212,6451410
1213,6212,5390180,6212,6452410
1213,6212,5390180,6212,6452880
1213,6212,5390180,6212,6453880
1213,6212,5390180,6212,6454350
1213,6212,5390180,6212,6454350
1213,6212,5390180,6212,6454350
1213,6212,5390660,6212,6454830
1213,6212,5390660,6212,6455640
1213,6212,5390660,6212,6456450
1213,6212,5390660,6212,6456450
1213,6212,5390660,6212,6456920
1213,6212,5390660,6212,6456920
1213,6212,5390660,6212,6456920
1213,6212,5390660,6212,6457920
1213,6212,5390660,6212,6458920
1213,6212,5390660,6212,6459920
1213,6212,5390890,6212,6460150
1213,6212,5390890,6212,6460960
1213,6212,5390890,6212,6461960
1213,6212,5390890,6212,6462430
1213,6212,5390890,6212,6462430
1213,6212,5390890,6212,6463430
1213,6212,5390890,6212,6464430
1213,6212,5391350,6212,6464890
1213,6212,5391350,6212,6465890
1213,6212,5391350,6212,6466890
1213,6212,5391350,6212,6467890
1213,6212,5391350,6212,6468890
1213,6212,5391350,6212,6469700
1213,6212,5391350,6212,6470510
1213,6212,5391350,6212,6471320
1213,6212,5391350,6212,6472130
1213,6212,5391350,6212,6473130
1213,6212,5391350,6212,6473600
1213,6212,5391350,6212,6474600
1213,6212,5391350,6212,6475600
1213,6212,5391350,6212,6475600
1213,6212,5391350,6212,6476410
1213,6212,5391350,6212,6477410
1213,6212,5391350,6212,6478410
1213,6212,5391350,6212,6479220
1213,6212,5391350,6212,6480030
1213,6212,5391350,6212,6480840
1213,6212,5391350,6212,6481650
1213,6212,5391720,6212,6482020
1213,6212,5391950,6212,6482250
1213,6212,5391950,6212,6483060
1213,6212,5392500,6212,6483610
1213,6212,5392500,6212,6484080
1213,6212,5392500,6212,6485080
1213,6212,5392500,6212,6486080
1213,6212,5392500,6212,6486890
1213,6212,5392500,6212,6486890
1213,6212,5392500,6212,6486890
1213,6212,5392500,6212,6487890
1213,6212,5392500,6212,6488890
1213,6212,5392500,6212,6489890
1213,6212,5392960,6212,6490350
1213,6212,5392960,6212,6491350
1213,6212,5392960,6212,6492350
1213,6212,5392960,6212,6492350
1213,6212,5392960,6212,6493350
1213,6212,5392960,6212,6494350
1213,6212,5392960,6212,6495160
1213,6212,5392960,6212,6495970
1213,6212,5392960,6212,6496970
1213,6212,5392960,6212,6497780
1213,6212,5392960,6212,6498780
1213,6212,5393510,6212,6499330
1213,6212,5393510,6212,6500140
1213,6212,5393510,6212,6501140
1213,6212,5393830,6212,6501460
1213,6212,5393830,6212,6502270
1213,6212,5393830,6212,6503270
1213,6212,5393830,6212,6503920
1213,6212,5393830,6212,6504920
1213,6212,5393830,6212,6505570
1213,6212,5393830,6212,6506570
1213,6212,5393830,6212,6507570
1213,6212,5393830,6212,6508380
1213,6212,5393830,6212,6509380
1213,6212,5393830,6212,6509380
1213,6212,5393830,6212,6510380
1213,6212,5393830,6212,6511380
1213,6212,5393830,6212,6512380
1213,6212,5393830,6212,6513380
1213,6212,5394150,6212,6513700
1213,6212,5394150,6212,6514700
1213,6212,5394150,6212,6515700
1213,6212,5394150,6212,6516510
1213,6212,5394150,6212,6516980
1213,6212,5394150,6212,6517980
1213,6212,5394150,6212,6517980
1213,6212,5394150,6212,6518980
1213,6212,5394150,6212,6519980
1213,6212,5394150,6212,6520980
1213,6212,5394150,6212,6521980
1213,6212,5394150,6212,6522980
1213,6212,5394470,6212,6523300
1213,6212,5394470,6212,6524300
1213,6212,5394470,6212,6524300
1213,6212,5394470,6212,6525300
1213,6212,5394790,6212,6525620
1213,6212,5394790,6212,6526620
1213,6212,5395380,6212,6527210
1213,6212,5395380,6212,6528020
1213,6212,5395380,6212,6528490
1213,6212,5395380,6212,6529490
1213,6212,5395380,6212,6530490
1213,6212,5395970,6212,6531080
1213,6212,5395970,6212,6532080
1213,6212,5395970,6212,6533080
1213,6212,5395970,6212,6534080
1213,6212,5395970,6212,6534550
1213,6212,5395970,6212,6535550
1213,6212,5395970,6212,6536020
1213,6212,5396190,6212,6536240
1213,6212,5396560,6212,6536610
1213,6212,5396560,6212,6537610
1213,6212,5396560,6212,6538610
1213,6212,5396790,6212,6538840
1213,6212,5396790,6212,6538840
1213,6212,5397250,6212,6539300
1213,6212,5397250,6212,6540110
1213,6212,5397250,6212,6541110
1213,6212,5397250,6212,6541110
1213,6212,5397250,6212,6541110
1213,6212,5397250,6212,6542110
1213,6212,5397250,6212,6542920
1213,6212,5397570,6212,6543240
1213,6212,5397570,6212,6543240
1213,6212,5397570,6212,6544240
1213,6212,5397570,6212,6545240
1213,6212,5397570,6212,6546240
1213,6212,5397790,6212,6546460
1213,6212,5398160,6212,6546830
1213,6212,5398160,6212,6547640
1213,6212,5398480,6212,6547960
1213,6212,5398480,6212,6548960
1213,6212,5398480,6212,6549430
1213,6212,5398480,6212,6550430
1213,6212,5398480,6212,6551430
1213,6212,5398480,6212,6552080
1213,6212,5398940,6212,6552540
1213,6212,5398940,6212,6553540
1213,6212,5398940,6212,6554540
1213,6212,5398940,6212,6554540
1213,6212,5399100,6212,6554700
1213,6212,5399100,6212,6555170
1213,6212,5399100,6212,6555170
1213,6212,5399260,6212,6555330
1213,6212,5399260,6212,6556330
1213,6212,5399720,6212,6556790
1213,6212,5399950,6212,6557020
1213,6212,5400180,6212,6557250
1213,6212,5400180,6212,6557250
1213,6212,5400180,6212,6558250
1213,6212,5400180,6212,6559250
1213,6212,5400410,6212,6559480
1213,6212,5400870,6212,6559940
1213,6212,5400870,6212,6560940
1213,6212,5400870,6212,6561410
1213,6212,5401030,6212,6561570
1213,6212,5401030,6212,6562570
1213,6212,5401030,6212,6562570
1213,6212,5401030,6212,6563570
1213,6212,5401030,6212,6564570
1213,6212,5401030,6212,6564570
1213,6212,5401030,6212,6564570
1213,6212,5401030,6212,6565380
1213,6212,5401030,6212,6565850
1213,6212,5401260,6212,6566080
1213,6212,5401420,6212,6566240
1213,6212,5401420,6212,6567240
1213,6212,5401420,6212,6567240
1213,6212,5401420,6212,6568240
