ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
1213,6212,5551750,6212,6471240
1213,6212,5551750,6212,6471710
1213,6212,5551750,6212,6472520
1213,6212,5551750,6212,6472520
1213,6212,5551750,6212,6472990
1213,6212,5551750,6212,6473450
1213,6212,5551750,6212,6473920
1213,6212,5551750,6212,6473920
1213,6212,5551750,6212,6474240
1213,6212,5551750,6212,6475240
1213,6212,5551750,6212,6476240
1213,6212,5551750,6212,6477050
1213,6212,5551750,6212,6477370
1213,6212,5551750,6212,6478020
1213,6212,5551750,6212,6478340
1213,6212,5551750,6212,6479340
1213,6212,5551750,6212,6479340
1213,6212,5551750,6212,6480340
1213,6212,5551750,6212,6481340
1213,6212,5551750,6212,6482340
1213,6212,5551750,6212,6482340
1213,6212,5551750,6212,6483150
1213,6212,5551750,6212,6483620
1213,6212,5551750,6212,6484270
1213,6212,5551750,6212,6485270
1213,6212,5551750,6212,6485270
1213,6212,5551750,6212,6486270
1213,6212,5551750,6212,6486270
1213,6212,5551750,6212,6486740
1213,6212,5551750,6212,6487740
1213,6212,5551750,6212,6488550
1213,6212,5551750,6212,6489550
1213,6212,5551750,6212,6490550
1213,6212,5551750,6212,6490550
1213,6212,5551750,6212,6491550
1213,6212,5551750,6212,6492550
1213,6212,5551750,6212,6493360
1213,6212,5551800,6212,6493410
1213,6212,5551800,6212,6493880
1213,6212,5551800,6212,6494690
1213,6212,5551800,6212,6495690
1213,6212,5551800,6212,6495920
1213,6212,5551800,6212,6496240
1213,6212,5551800,6212,6496470
1213,6212,5551800,6212,6496690
1213,6212,5551800,6212,6497500
1213,6212,5551800,6212,6497970
1213,6212,5551800,6212,6498440
1213,6212,5551800,6212,6498440
1213,6212,5551800,6212,6498440
1213,6212,5551800,6212,6498910
1213,6212,5552120,6212,6499230
1213,6212,5552120,6212,6500230
1213,6212,5552120,6212,6500230
1213,6212,5552120,6212,6501040
1213,6212,5552120,6212,6501850
1213,6212,5552120,6212,6502440
1213,6212,5552120,6212,6503440
1213,6212,5552120,6212,6503910
1213,6212,5552120,6212,6503910
1213,6212,5552120,6212,6503910
1213,6212,5552120,6212,6504910
1213,6212,5552120,6212,6505720
1213,6212,5552120,6212,6505720
1213,6212,5552120,6212,6505950
1213,6212,5552440,6212,6506270
1213,6212,5552440,6212,6506920
1213,6212,5552440,6212,6507730
1213,6212,5552440,6212,6507730
1213,6212,5552440,6212,6508540
1213,6212,5552440,6212,6509130
1213,6212,5552440,6212,6510130
1213,6212,5552440,6212,6510680
1213,6212,5552440,6212,6511490
1213,6212,5552440,6212,6512300
1213,6212,5552440,6212,6512300
1213,6212,5552440,6212,6512850
1213,6212,5552440,6212,6513080
1213,6212,5552440,6212,6513540
1213,6212,5552440,6212,6513770
1213,6212,5552440,6212,6514090
1213,6212,5552440,6212,6515090
1213,6212,5552440,6212,6515560
1213,6212,5552440,6212,6515560
1213,6212,5552440,6212,6516370
1213,6212,5552440,6212,6516370
1213,6212,5552440,6212,6517020
1213,6212,5552440,6212,6517490
1213,6212,5552440,6212,6517950
1213,6212,5552760,6212,6518270
1213,6212,5552760,6212,6518590
1213,6212,5552760,6212,6519400
1213,6212,5552760,6212,6520210
1213,6212,5552760,6212,6521210
1213,6212,5552760,6212,6521680
1213,6212,5552760,6212,6522150
1213,6212,5552760,6212,6522610
1213,6212,5552760,6212,6523420
1213,6212,5552760,6212,6524420
1213,6212,5552760,6212,6524420
1213,6212,5552760,6212,6524880
1213,6212,5552760,6212,6525880
1213,6212,5552760,6212,6526880
1213,6212,5552760,6212,6527340
1213,6212,5552760,6212,6527810
1213,6212,5552760,6212,6528620
1213,6212,5552760,6212,6529210
1213,6212,5552760,6212,6529860
1213,6212,5552760,6212,6530670
1213,6212,5552760,6212,6531320
1213,6212,5552760,6212,6532130
1213,6212,5552920,6212,6532290
1213,6212,5552920,6212,6533290
1213,6212,5552920,6212,6534290
1213,6212,5552920,6212,6534290
1213,6212,5553570,6212,6534940
1213,6212,5553570,6212,6535410
1213,6212,5553570,6212,6536220
1213,6212,5553570,6212,6537220
1213,6212,5553570,6212,6537680
1213,6212,5553570,6212,6538150
1213,6212,5553570,6212,6539150
1213,6212,5553570,6212,6539960
1213,6212,5553570,6212,6540960
1213,6212,5553570,6212,6541770
1213,6212,5553570,6212,6542770
1213,6212,5553570,6212,6543000
1213,6212,5553570,6212,6543470
1213,6212,5553570,6212,6544470
1213,6212,5553570,6212,6544470
1213,6212,5553570,6212,6545470
1213,6212,5553570,6212,6545940
1213,6212,5553570,6212,6546410
1213,6212,5553570,6212,6547410
1213,6212,5553570,6212,6548220
1213,6212,5553570,6212,6548680
1213,6212,5553570,6212,6549680
1213,6212,5553570,6212,6549680
1213,6212,5553570,6212,6550680
1213,6212,5553570,6212,6550680
1213,6212,5553570,6212,6551490
1213,6212,5553570,6212,6552300
1213,6212,5553570,6212,6552620
1213,6212,5553570,6212,6553080
1213,6212,5553570,6212,6553890
1213,6212,5553570,6212,6554890
1213,6212,5553570,6212,6555890
1213,6212,5553570,6212,6555890
1213,6212,5553570,6212,6556890
1213,6212,5553730,6212,6557050
1213,6212,5553730,6212,6557520
1213,6212,5553730,6212,6557990
1213,6212,5553730,6212,6558460
1213,6212,5553730,6212,6559460
1213,6212,5553730,6212,6560460
1213,6212,5553730,6212,6560460
1213,6212,5553730,6212,6561460
1213,6212,5553730,6212,6562460
1213,6212,5553730,6212,6562930
1213,6212,5553730,6212,6563740
1213,6212,5553730,6212,6564390
1213,6212,5553730,6212,6565390
1213,6212,5553730,6212,6566390
1213,6212,5553730,6212,6566860
1213,6212,5553730,6212,6567670
1213,6212,5553730,6212,6568670
1213,6212,5553730,6212,6569480
1213,6212,5553730,6212,6569950
1213,6212,5553730,6212,6570760
1213,6212,5553730,6212,6571760
1213,6212,5553730,6212,6572570
1213,6212,5553730,6212,6573030
1213,6212,5553730,6212,6573350
1213,6212,5553730,6212,6574000
1213,6212,5553730,6212,6574470
1213,6212,5553730,6212,6575470
1213,6212,5553730,6212,6575930
1213,6212,5553730,6212,6576400
1213,6212,5553730,6212,6576870
1213,6212,5553730,6212,6577330
1213,6212,5553730,6212,6578140
1213,6212,5553730,6212,6578140
1213,6212,5553730,6212,6578460
1213,6212,5553730,6212,6579270
1213,6212,5553730,6212,6580270
1213,6212,5553730,6212,6580270
1213,6212,5553730,6212,6580740
1213,6212,5553730,6212,6581740
1213,6212,5553730,6212,6582740
1213,6212,5553730,6212,6583550
1213,6212,5553730,6212,6584550
1213,6212,5553730,6212,6585140
1213,6212,5553730,6212,6586140
1213,6212,5553730,6212,6586140
1213,6212,5553730,6212,6586510
1213,6212,5553890,6212,6586670
1213,6212,5553890,6212,6587140
1213,6212,5553890,6212,6587950
1213,6212,5553890,6212,6588270
1213,6212,5553890,6212,6589080
1213,6212,5553890,6212,6589890
1213,6212,5553890,6212,6590210
1213,6212,5553890,6212,6591210
1213,6212,5553890,6212,6591680
1213,6212,5553890,6212,6592680
1213,6212,5553890,6212,6593490
1213,6212,5553890,6212,6593960
1213,6212,5553890,6212,6593960
1213,6212,5553890,6212,6594610
1213,6212,5553890,6212,6595610
1213,6212,5553890,6212,6595610
1213,6212,5553890,6212,6596260
1213,6212,5553890,6212,6597070
1213,6212,5553890,6212,6597390
1213,6212,5553890,6212,6597710
1213,6212,5553890,6212,6598180
1213,6212,5553890,6212,6599180
1213,6212,5553890,6212,6599180
1213,6212,5553890,6212,6599990
1213,6212,5553890,6212,6599990
1213,6212,5553890,6212,6600990
1213,6212,5553890,6212,6601990
1213,6212,5553890,6212,6602800
1213,6212,5553890,6212,6603280
1213,6212,5553890,6212,6604280
1213,6212,5553890,6212,6605280
1213,6212,5553890,6212,6605500
1213,6212,5553890,6212,6606310
1213,6212,5553890,6212,6606630
1213,6212,5553890,6212,6607440
1213,6212,5553890,6212,6608250
1213,6212,5553890,6212,6609250
1213,6212,5553890,6212,6609800
1213,6212,5553890,6212,6610800
1213,6212,5553890,6212,6611610
1213,6212,5553890,6212,6612420
1213,6212,5553890,6212,6612650
1213,6212,5553890,6212,6613460
1213,6212,5553890,6212,6614270
1213,6212,5553890,6212,6614500
1213,6212,5553890,6212,6615500
1213,6212,5553890,6212,6615970
1213,6212,5553890,6212,6615970
1213,6212,5553890,6212,6616620
1213,6212,5553890,6212,6617430
1213,6212,5553890,6212,6618240
1213,6212,5554050,6212,6618400
1213,6212,5554050,6212,6619400
1213,6212,5554050,6212,6620210
1213,6212,5554050,6212,6621020
1213,6212,5554050,6212,6621830
1213,6212,5554050,6212,6622150
1213,6212,5554050,6212,6622960
1213,6212,5554050,6212,6623960
1213,6212,5554050,6212,6624430
1213,6212,5554050,6212,6625080
1213,6212,5554050,6212,6625080
1213,6212,5554050,6212,6625890
1213,6212,5554050,6212,6626890
1213,6212,5554050,6212,6627700
1213,6212,5554050,6212,6628170
1213,6212,5554050,6212,6628170
1213,6212,5554050,6212,6628980
1213,6212,5554050,6212,6629300
1213,6212,5554050,6212,6629950
1213,6212,5554050,6212,6630420
1213,6212,5554050,6212,6630740
1213,6212,5554050,6212,6631740
1213,6212,5554050,6212,6631740
1213,6212,5554050,6212,6632200
1213,6212,5554050,6212,6632520
1213,6212,5554050,6212,6633520
1213,6212,5554050,6212,6634170
1213,6212,5554050,6212,6634170
1213,6212,5554050,6212,6635170
1213,6212,5554050,6212,6635820
1213,6212,5554050,6212,6636290
1213,6212,5554050,6212,6636510
1213,6212,5554050,6212,6637510
1213,6212,5554050,6212,6637980
1213,6212,5554050,6212,6637980
1213,6212,5554050,6212,6638980
1213,6212,5554050,6212,6639790
1213,6212,5554050,6212,6640440
1213,6212,5554050,6212,6640440
1213,6212,5554050,6212,6641250
1213,6212,5554050,6212,6642250
1213,6212,5554050,6212,6643250
1213,6212,5554050,6212,6644250
1213,6212,5554050,6212,6644720
1213,6212,5554050,6212,6645530
1213,6212,5554050,6212,6645850
1213,6212,5554210,6212,6646010
1213,6212,5554210,6212,6646820
1213,6212,5554210,6212,6647290
1213,6212,5554210,6212,6647520
1213,6212,5554210,6212,6647520
1213,6212,5554210,6212,6647520
1213,6212,5554210,6212,6648330
1213,6212,5554210,6212,6649330
1213,6212,5554210,6212,6649800
1213,6212,5554210,6212,6650610
1213,6212,5554210,6212,6651420
1213,6212,5554210,6212,6652070
1213,6212,5554210,6212,6652880
1213,6212,5554210,6212,6653350
1213,6212,5554210,6212,6653570
1213,6212,5554210,6212,6654040
1213,6212,5554210,6212,6654850
1213,6212,5554210,6212,6655320
1213,6212,5554210,6212,6656130
1213,6212,5554210,6212,6656940
1213,6212,5554210,6212,6657410
1213,6212,5554210,6212,6657880
1213,6212,5554210,6212,6665880
1213,6212,5554210,6212,6666350
1213,6212,5554210,6212,6666900
1213,6212,5554210,6212,6667710
1213,6212,5554210,6212,6668520
1213,6212,5554210,6212,6668520
1213,6212,5554210,6212,6668990
1213,6212,5554210,6212,6669800
1213,6212,5554210,6212,6670120
1213,6212,5554210,6212,6670930
1213,6212,5554210,6212,6671740
1213,6212,5554210,6212,6672110
1213,6212,5554210,6212,6672920
1213,6212,5554210,6212,6672920
1213,6212,5554210,6212,6673390
1213,6212,5554210,6212,6673850
1213,6212,5554210,6212,6674320
1213,6212,5554210,6212,6674970
1213,6212,5554210,6212,6675970
1213,6212,5554210,6212,6676620
1213,6212,5554210,6212,6677090
1213,6212,5554210,6212,6677560
1213,6212,5554260,6212,6677610
1213,6212,5554260,6212,6678610
1213,6212,5554260,6212,6678610
1213,6212,5554260,6212,6679420
1213,6212,5554260,6212,6680230
1213,6212,5554260,6212,6680230
1213,6212,5554260,6212,6681230
1213,6212,5554260,6212,6681700
1213,6212,5554260,6212,6682700
1213,6212,5554260,6212,6682700
1213,6212,5554260,6212,6682700
1213,6212,5554260,6212,6683700
1213,6212,5554260,6212,6683700
1213,6212,5554260,6212,6684510
1213,6212,5554260,6212,6684980
1213,6212,5554260,6212,6685210
1213,6212,5554260,6212,6685760
1213,6212,5554260,6212,6686220
1213,6212,5554260,6212,6686690
1213,6212,5554260,6212,6687160
1213,6212,5554260,6212,6688160
1213,6212,5554260,6212,6689160
1213,6212,5554260,6212,6689630
1213,6212,5554370,6212,6689740
1213,6212,5554370,6212,6689740
1213,6212,5554420,6212,6689790
1213,6212,5554420,6212,6690340
1213,6212,5554420,6212,6690810
1213,6212,5554420,6212,6691280
1213,6212,5554420,6212,6692280
1213,6212,5554420,6212,6693090
1213,6212,5554420,6212,6693560
1213,6212,5554420,6212,6694370
1213,6212,5554420,6212,6694370
1213,6212,5554420,6212,6694370
1213,6212,5554420,6212,6695180
1213,6212,5554420,6212,6695180
1213,6212,5554420,6212,6695500
1213,6212,5554420,6212,6696500
1213,6212,5554420,6212,6696970
1213,6212,5554420,6212,6697970
1213,6212,5554420,6212,6698970
1213,6212,5554420,6212,6699440
1213,6212,5554420,6212,6699440
1213,6212,5554420,6212,6699910
1213,6212,5554420,6212,6700910
1213,6212,5554420,6212,6701380
1213,6212,5554420,6212,6701850
1213,6212,5554420,6212,6702660
1213,6212,5554420,6212,6703130
1213,6212,5554420,6212,6703780
1213,6212,5554420,6212,6704250
1213,6212,5554420,6212,6705060
1213,6212,5554420,6212,6705870
1213,6212,5554420,6212,6706870
1213,6212,5554420,6212,6707680
1213,6212,5554420,6212,6708150
1213,6212,5554420,6212,6708470
1213,6212,5554420,6212,6709020
1213,6212,5554420,6212,6709490
1213,6212,5554420,6212,6710490
1213,6212,5554420,6212,6711040
1213,6212,5554420,6212,6711510
1213,6212,5554420,6212,6712100
1213,6212,5554420,6212,6712910
1213,6212,5554420,6212,6713140
1213,6212,5554420,6212,6713950
1213,6212,5554420,6212,6714950
1213,6212,5554420,6212,6715950
1213,6212,5554420,6212,6716950
1213,6212,5554420,6212,6717760
1213,6212,5554420,6212,6718760
1213,6212,5554420,6212,6719570
1213,6212,5554420,6212,6720570
1213,6212,5554420,6212,6721120
1213,6212,5554420,6212,6722120
1213,6212,5554420,6212,6722120
1213,6212,5554420,6212,6722580
1213,6212,5554710,6212,6722870
1213,6212,5554710,6212,6723340
1213,6212,5554710,6212,6724340
1213,6212,5554710,6212,6725150
1213,6212,5554710,6212,6726150
1213,6212,5554710,6212,6727150
1213,6212,5554710,6212,6727470
1213,6212,5554710,6212,6727700
1213,6212,5554710,6212,6728350
1213,6212,5555030,6212,6728670
1213,6212,5555030,6212,6728990
1213,6212,5555030,6212,6729640
1213,6212,5555030,6212,6730290
1213,6212,5555030,6212,6730760
1213,6212,5555030,6212,6731760
1213,6212,5555030,6212,6732570
1213,6212,5555030,6212,6733570
1213,6212,5555030,6212,6733890
1213,6212,5555030,6212,6734700
1213,6212,5555030,6212,6734700
1213,6212,5555030,6212,6735700
1213,6212,5555030,6212,6736700
1213,6212,5555190,6212,6736860
1213,6212,5555190,6212,6737180
1213,6212,5555190,6212,6738180
1213,6212,5555190,6212,6738990
1213,6212,5555190,6212,6739990
1213,6212,5555190,6212,6740800
1213,6212,5555190,6212,6741610
1213,6212,5555190,6212,6742610
1213,6212,5555190,6212,6743610
1213,6212,5555190,6212,6743930
1213,6212,5555190,6212,6744740
1213,6212,5555190,6212,6745550
1213,6212,5555190,6212,6746360
1213,6212,5555190,6212,6747010
1213,6212,5555190,6212,6747330
1213,6212,5555190,6212,6747800
1213,6212,5555190,6212,6747800
1213,6212,5555190,6212,6748030
1213,6212,5555190,6212,6748500
1213,6212,5555510,6212,6748820
1213,6212,5555510,6212,6749050
1213,6212,5555510,6212,6750050
1213,6212,5555510,6212,6750860
1213,6212,5555620,6212,6750970
1213,6212,5555620,6212,6751970
1213,6212,5555620,6212,6752970
1213,6212,5555620,6212,6753620
1213,6212,5555620,6212,6754620
1213,6212,5555620,6212,6754620
1213,6212,5555620,6212,6755620
1213,6212,5555620,6212,6756090
1213,6212,5555620,6212,6757090
1213,6212,5555620,6212,6757090
1213,6212,5555620,6212,6757900
1213,6212,5555620,6212,6758900
1213,6212,5555620,6212,6759370
1213,6212,5555620,6212,6759840
1213,6212,5555620,6212,6760300
1213,6212,5555620,6212,6761110
1213,6212,5555620,6212,6761920
1213,6212,5555620,6212,6761920
1213,6212,5555620,6212,6762730
1213,6212,5555620,6212,6762730
1213,6212,5555620,6212,6763190
1213,6212,5555620,6212,6763190
1213,6212,5555620,6212,6764000
1213,6212,5555620,6212,6764810
1213,6212,5555620,6212,6765810
1213,6212,5555730,6212,6765920
1213,6212,5555730,6212,6766390
1213,6212,5555730,6212,6767200
1213,6212,5555730,6212,6767200
1213,6212,5555730,6212,6767670
1213,6212,5555730,6212,6768480
1213,6212,5555730,6212,6769290
1213,6212,5556050,6212,6769610
1213,6212,5556050,6212,6770420
1213,6212,5556050,6212,6771420
1213,6212,5556050,6212,6771890
1213,6212,5556050,6212,6772700
1213,6212,5556050,6212,6773170
1213,6212,5556050,6212,6773980
1213,6212,5556050,6212,6774790
1213,6212,5556370,6212,6775110
1213,6212,5556370,6212,6775920
1213,6212,5556370,6212,6776920
1213,6212,5556370,6212,6776920
1213,6212,5556370,6212,6777240
1213,6212,5556370,6212,6778050
1213,6212,5556370,6212,6779050
1213,6212,5556370,6212,6779640
1213,6212,5556370,6212,6780640
1213,6212,5556370,6212,6780640
1213,6212,5556370,6212,6781450
1213,6212,5556370,6212,6782450
1213,6212,5556370,6212,6782770
1213,6212,5556370,6212,6782770
1213,6212,5556370,6212,6783580
1213,6212,5556370,6212,6784390
1213,6212,5556370,6212,6784980
1213,6212,5556370,6212,6785790
1213,6212,5556370,6212,6786790
1213,6212,5556370,6212,6787600
1213,6212,5556370,6212,6788070
1213,6212,5556370,6212,6788300
1213,6212,5556370,6212,6789300
1213,6212,5556530,6212,6789460
1213,6212,5556530,6212,6790460
1213,6212,5556530,6212,6791270
1213,6212,5556530,6212,6792080
1213,6212,5556530,6212,6793080
1213,6212,5556530,6212,6794080
1213,6212,5556530,6212,6794890
1213,6212,5556530,6212,6795260
1213,6212,5556530,6212,6796260
1213,6212,5556530,6212,6797070
1213,6212,5556530,6212,6797880
1213,6212,5556530,6212,6797880
1213,6212,5556530,6212,6798470
1213,6212,5556530,6212,6799470
1213,6212,5556530,6212,6800280
1213,6212,5556530,6212,6800870
1213,6212,5556530,6212,6801190
1213,6212,5556530,6212,6802000
1213,6212,5556530,6212,6802810
1213,6212,5556690,6212,6802970
1213,6212,5556690,6212,6803970
1213,6212,5556690,6212,6804780
1213,6212,5556690,6212,6805100
1213,6212,5556690,6212,6805650
1213,6212,5556690,6212,6806130
1213,6212,5556690,6212,6806600
1213,6212,5556690,6212,6807410
1213,6212,5556800,6212,6807520
1213,6212,5556800,6212,6807520
1213,6212,5556800,6212,6807520
1213,6212,5556800,6212,6807840
1213,6212,5556800,6212,6808310
1213,6212,5556800,6212,6809310
1213,6212,5556800,6212,6810310
1213,6212,5556800,6212,6810310
1213,6212,5556800,6212,6810780
1213,6212,5556800,6212,6811250
1213,6212,5556800,6212,6811840
1213,6212,5556800,6212,6812650
1213,6212,5556800,6212,6813650
1213,6212,5556800,6212,6814300
1213,6212,5556800,6212,6814770
1213,6212,5556800,6212,6815580
1213,6212,5556800,6212,6816390
1213,6212,5556910,6212,6816500
1213,6212,5556910,6212,6818500
1213,6212,5556910,6212,6818970
1213,6212,5556910,6212,6819190
1213,6212,5556910,6212,6820000
1213,6212,5556910,6212,6820470
1213,6212,5556910,6212,6821280
1213,6212,5556910,6212,6822090
1213,6212,5556910,6212,6822900
1213,6212,5556910,6212,6823450
1213,6212,5556910,6212,6823920
1213,6212,5556910,6212,6824920
1213,6212,5556910,6212,6824920
1213,6212,5556910,6212,6825390
1213,6212,5556910,6212,6825390
1213,6212,5556910,6212,6825390
1213,6212,5556910,6212,6825860
1213,6212,5556910,6212,6826670
1213,6212,5556910,6212,6827480
1213,6212,5556910,6212,6827480
1213,6212,5556910,6212,6827480
1213,6212,5556910,6212,6828290
1213,6212,5556910,6212,6828610
1213,6212,5556910,6212,6829260
1213,6212,5556910,6212,6830260
1213,6212,5556910,6212,6830260
1213,6212,5556910,6212,6830260
1213,6212,5556910,6212,6830580
1213,6212,5556910,6212,6831580
1213,6212,5556910,6212,6832390
1213,6212,5556910,6212,6833200
1213,6212,5556910,6212,6834010
1213,6212,5556910,6212,6834820
1213,6212,5556910,6212,6834820
1213,6212,5556910,6212,6835470
1213,6212,5556910,6212,6836470
1213,6212,5556910,6212,6837280
1213,6212,5556910,6212,6838280
1213,6212,5556910,6212,6839090
1213,6212,5556910,6212,6840090
1213,6212,5556910,6212,6840900
1213,6212,5556910,6212,6841710
1213,6212,5556910,6212,6842180
1213,6212,5556910,6212,6842550
1213,6212,5556910,6212,6843020
1213,6212,5556910,6212,6843830
1213,6212,5556910,6212,6844300
1213,6212,5556910,6212,6845110
1213,6212,5556910,6212,6845580
1213,6212,5556910,6212,6846390
1213,6212,5556910,6212,6846860
1213,6212,5556910,6212,6847330
1213,6212,5556910,6212,6847330
1213,6212,5556910,6212,6847650
1213,6212,5556910,6212,6848120
1213,6212,5556910,6212,6848770
1213,6212,5556910,6212,6849580
1213,6212,5556910,6212,6850390
1213,6212,5556910,6212,6850390
1213,6212,5556910,6212,6850710
1213,6212,5556910,6212,6850710
1213,6212,5556910,6212,6851030
1213,6212,5556910,6212,6852030
1213,6212,5556910,6212,6852840
1213,6212,5556910,6212,6853310
1213,6212,5556910,6212,6854310
1213,6212,5556910,6212,6855120
1213,6212,5557230,6212,6855440
1213,6212,5557230,6212,6855440
1213,6212,5557230,6212,6856250
1213,6212,5557230,6212,6856620
1213,6212,5557550,6212,6856940
1213,6212,5557550,6212,6857410
1213,6212,5557550,6212,6858220
1213,6212,5557550,6212,6858870
1213,6212,5557550,6212,6859340
1213,6212,5557550,6212,6860340
1213,6212,5557550,6212,6861150
1213,6212,5557550,6212,6861150
1213,6212,5557550,6212,6861960
1213,6212,5557550,6212,6862960
1213,6212,5557710,6212,6863120
1213,6212,5557710,6212,6863930
1213,6212,5557710,6212,6864400
1213,6212,5557710,6212,6864720
1213,6212,5557710,6212,6865190
1213,6212,5557710,6212,6865510
1213,6212,5557710,6212,6866510
1213,6212,5557710,6212,6867060
1213,6212,5557710,6212,6867870
1213,6212,5557710,6212,6868420
1213,6212,5557710,6212,6868740
1213,6212,5557710,6212,6869550
1213,6212,5557710,6212,6869870
1213,6212,5557710,6212,6869870
1213,6212,5557710,6212,6870330
1213,6212,5557710,6212,6870560
1213,6212,5557710,6212,6871370
1213,6212,5557870,6212,6871530
1213,6212,5557870,6212,6871760
1213,6212,5557980,6212,6871870
1213,6212,5557980,6212,6872680
1213,6212,5557980,6212,6873680
1213,6212,5557980,6212,6873680
1213,6212,5557980,6212,6874150
1213,6212,5557980,6212,6874620
1213,6212,5557980,6212,6875620
1213,6212,5557980,6212,6875620
1213,6212,5557980,6212,6876430
1213,6212,5557980,6212,6876750
1213,6212,5557980,6212,6877400
1213,6212,5557980,6212,6878400
1213,6212,5557980,6212,6878720
1213,6212,5557980,6212,6879190
1213,6212,5557980,6212,6879510
1213,6212,5557980,6212,6880510
1213,6212,5557980,6212,6881510
1213,6212,5557980,6212,6881510
1213,6212,5557980,6212,6882510
1213,6212,5557980,6212,6883320
1213,6212,5557980,6212,6883640
1213,6212,5557980,6212,6883870
1213,6212,5557980,6212,6883870
1213,6212,5557980,6212,6884340
1213,6212,5557980,6212,6885150
1213,6212,5557980,6212,6885470
1213,6212,5557980,6212,6886470
1213,6212,5557980,6212,6887470
1213,6212,5557980,6212,6887840
1213,6212,5557980,6212,6887840
1213,6212,5557980,6212,6888070
1213,6212,5557980,6212,6888880
1213,6212,5557980,6212,6889530
1213,6212,5557980,6212,6890530
1213,6212,5558140,6212,6890690
1213,6212,5558140,6212,6891160
1213,6212,5558140,6212,6891630
1213,6212,5558140,6212,6892440
1213,6212,5558140,6212,6892910
1213,6212,5558140,6212,6893720
1213,6212,5558140,6212,6894720
1213,6212,5558140,6212,6894950
1213,6212,5558140,6212,6895270
1213,6212,5558140,6212,6896270
1213,6212,5558140,6212,6897270
1213,6212,5558140,6212,6897270
1213,6212,5558140,6212,6898270
1213,6212,5558140,6212,6898740
1213,6212,5558140,6212,6906740
1213,6212,5558140,6212,6907060
1213,6212,5558140,6212,6907530
1213,6212,5558140,6212,6907760
1213,6212,5558140,6212,6908570
1213,6212,5558140,6212,6909160
1213,6212,5558140,6212,6910160
1213,6212,5558140,6212,6910160
1213,6212,5558140,6212,6911160
1213,6212,5558140,6212,6911630
1213,6212,5558140,6212,6912100
1213,6212,5558140,6212,6913100
1213,6212,5558140,6212,6913690
1213,6212,5558140,6212,6914060
1213,6212,5558140,6212,6914610
1213,6212,5558140,6212,6915610
1213,6212,5558140,6212,6923610
1213,6212,5558140,6212,6924260
1213,6212,5558140,6212,6924730
1213,6212,5558140,6212,6925380
1213,6212,5558140,6212,6926030
1213,6212,5558140,6212,6926840
1213,6212,5558140,6212,6927840
1213,6212,5558140,6212,6928070
1213,6212,5558140,6212,6928070
1213,6212,5558140,6212,6928070
1213,6212,5558140,6212,6928880
1213,6212,5558140,6212,6928880
1213,6212,5558140,6212,6929350
1213,6212,5558140,6212,6929820
1213,6212,5558140,6212,6930630
1213,6212,5558140,6212,6931440
1213,6212,5558140,6212,6931440
1213,6212,5558140,6212,6932250
1213,6212,5558140,6212,6933250
1213,6212,5558140,6212,6933720
1213,6212,5558140,6212,6933720
1213,6212,5558140,6212,6934530
1213,6212,5558140,6212,6935340
1213,6212,5558140,6212,6935990
1213,6212,5558140,6212,6936450
1213,6212,5558140,6212,6937260
1213,6212,5558140,6212,6938070
1213,6212,5558140,6212,6939070
1213,6212,5558140,6212,6940070
1213,6212,5558140,6212,6940880
1213,6212,5558140,6212,6941110
1213,6212,5558140,6212,6941110
1213,6212,5558140,6212,6941430
1213,6212,5558140,6212,6942430
1213,6212,5558140,6212,6942430
1213,6212,5558140,6212,6942750
1213,6212,5558140,6212,6942750
1213,6212,5558140,6212,6943070
1213,6212,5558140,6212,6943660
1213,6212,5558140,6212,6944310
1213,6212,5558140,6212,6944780
1213,6212,5558140,6212,6945430
1213,6212,5558140,6212,6946080
1213,6212,5558140,6212,6947080
1213,6212,5558140,6212,6947550
1213,6212,5558140,6212,6948200
1213,6212,5558140,6212,6949010
1213,6212,5558140,6212,6949820
1213,6212,5558140,6212,6950820
1213,6212,5558140,6212,6951140
1213,6212,5558460,6212,6951460
1213,6212,5558460,6212,6951780
1213,6212,5558460,6212,6951780
1213,6212,5558460,6212,6952240
1213,6212,5558460,6212,6953050
1213,6212,5558460,6212,6953860
1213,6212,5558460,6212,6954860
1213,6212,5558460,6212,6955450
1213,6212,5558460,6212,6955920
1213,6212,5558460,6212,6955920
1213,6212,5558460,6212,6956390
1213,6212,5558460,6212,6957390
1213,6212,5558460,6212,6957860
1213,6212,5558460,6212,6957860
1213,6212,5558460,6212,6958860
1213,6212,5558460,6212,6959670
1213,6212,5558460,6212,6960140
1213,6212,5558460,6212,6960370
1213,6212,5558460,6212,6961370
